target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	7.33333	0	0
ENSDART00000189431.1	11	6.5	0	0
ENSDART00000160762.2	345	162.699	1	0.0930807
ENSDART00000170804.2	366	181.964	18	1.49807
ENSDART00000165410.2	350	167.27	0	0
ENSDART00000163675.2	339	157.223	0	0
ENSDART00000171132.2	338	156.328	3	0.290623
ENSDART00000172037.2	344	161.784	42	3.93151
ENSDART00000161368.2	354	170.965	0	0
ENSDART00000172374.2	355	171.881	8	0.704869
ENSDART00000167067.2	378	193.163	10	0.784007
ENSDART00000161271.2	334	152.709	0	0
ENSDART00000163938.2	366	181.964	1	0.0832259
ENSDART00000161622.2	445	257.412	2	0.117665
ENSDART00000162257.2	426	239.013	0	0
ENSDART00000158119.2	318	138.386	0	0
ENSDART00000169491.2	387	201.644	7	0.525724
ENSDART00000172528.2	396	210.189	1	0.07205
ENSDART00000166253.2	411	224.535	0	0
ENSDART00000160948.2	323	142.813	1	0.106042
ENSDART00000161537.2	377	192.229	0	0
ENSDART00000159235.2	348	165.484	0	0
ENSDART00000171772.2	483	294.607	4	0.205618
ENSDART00000167404.2	357	173.706	0	0
ENSDART00000171344.2	462	274.028	3	0.165795
ENSDART00000168039.2	470	281.801	0	0
ENSDART00000157830.2	431	243.768	0	0
ENSDART00000166182.2	372	187.485	0	0
ENSDART00000167805.2	378	193.163	0	0
ENSDART00000159795.2	419	232.253	0	0
ENSDART00000160202.2	378	193.163	0	0
ENSDART00000163851.2	330	149.1	10	1.0157
ENSDART00000161463.2	417	230.331	0	0
ENSDART00000164491.2	366	181.964	7.62135	0.634294
ENSDART00000158772.2	348	165.484	8	0.732114
ENSDART00000167409.2	420	233.219	0	0
ENSDART00000160204.2	348	165.484	15.3786	1.40737
ENSDART00000166882.2	420	233.219	5	0.324677
ENSDART00000171020.2	383	197.853	0	0
ENSDART00000162456.2	366	181.964	12	0.998711
ENSDART00000164309.2	390	204.456	7	0.518493
ENSDART00000160996.2	369	184.713	0	0
ENSDART00000166892.2	332	150.898	36	3.61297
ENSDART00000171613.2	393	207.306	39	2.84903
ENSDART00000164961.2	357	173.706	4	0.348731
ENSDART00000164492.2	396	210.189	1	0.07205
ENSDART00000158814.2	396	210.189	0	0
ENSDART00000171201.2	397	211.143	1	0.0717245
ENSDART00000164110.2	399	213.087	0	0
ENSDART00000166029.2	381	195.973	0	0
ENSDART00000165676.2	371	186.535	6	0.487119
ENSDART00000163282.2	342	159.951	9	0.852119
ENSDART00000167496.2	346	163.618	12	1.11069
ENSDART00000164659.2	404	217.825	0	0
ENSDART00000164489.2	350	167.27	5	0.452686
ENSDART00000160625.2	413	226.453	0	0
ENSDART00000169436.2	387	201.644	11	0.826137
ENSDART00000170399.2	380	195.031	2	0.1553
ENSDART00000162378.2	358	174.625	6	0.520344
ENSDART00000169864.2	389	203.531	5	0.372036
ENSDART00000164059.2	336	154.521	4	0.392027
ENSDART00000168607.2	375	190.351	0	0
ENSDART00000161399.2	381	195.973	0	0
ENSDART00000171483.2	397	211.143	5.94438	0.426358
ENSDART00000171356.2	339	157.223	11	1.05955
ENSDART00000172182.2	413	226.453	2	0.133751
ENSDART00000113019.3	414	227.425	7	0.466127
ENSDART00000170523.2	375	190.351	3	0.238677
ENSDART00000160187.2	385	199.766	2	0.151619
ENSDART00000114271.4	416	229.364	14.0556	0.928044
ENSDART00000159161.2	423	236.134	0	0
ENSDART00000162061.2	314	134.806	0	0
ENSDART00000169803.2	998	808.771	12	0.224699
ENSDART00000170923.2	1670	1480.77	0	0
ENSDART00000171190.2	3169	2979.77	206.217	1.04806
ENSDART00000165811.2	556	367.135	2	0.082499
ENSDART00000167950.2	667	477.877	5.75993	0.182535
ENSDART00000007487.9	873	683.771	1252	27.7293
ENSDART00000162972.3	1568	1378.77	108.216	1.18862
ENSDART00000171570.2	1371	1181.77	0	0
ENSDART00000168177.2	3370	3180.77	102.437	0.487717
ENSDART00000182440.1	3291	3101.77	71.5497	0.349336
ENSDART00000162709.3	4761	4571.77	2951.99	9.77857
ENSDART00000125149.3	3218	3028.77	0	0
ENSDART00000168926.2	1724	1534.77	2391	23.5929
ENSDART00000169180.2	3210	3020.77	3718	18.6396
ENSDART00000165795.2	1002	812.771	6.75652	0.125893
ENSDART00000079649.6	641	451.888	2.24348	0.0751857
ENSDART00000160925.2	4365	4175.77	377.726	1.36989
ENSDART00000188827.1	4409	4219.77	1.91343	0.00686702
ENSDART00000171098.2	437	249.577	13	0.788829
ENSDART00000159824.2	734	544.816	68	1.89018
ENSDART00000162187.2	63	20.6265	0	0
ENSDART00000161350.2	63	20.6265	2	1.46842
ENSDART00000193555.1	66	20.2959	11	8.20784
ENSDART00000161459.2	60	20.2329	0	0
ENSDART00000184586.1	66	20.2959	1	0.746167
