target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	5.4	0	0
ENSDART00000189431.1	11	6.4	0	0
ENSDART00000160762.2	345	170.248	0	0
ENSDART00000170804.2	366	190.464	0	0
ENSDART00000165410.2	350	175.036	5	0.281249
ENSDART00000163675.2	339	164.499	0	0
ENSDART00000171132.2	338	163.545	0	0
ENSDART00000172037.2	344	169.276	16	0.930623
ENSDART00000161368.2	354	178.864	0	0
ENSDART00000172374.2	355	179.814	0	0
ENSDART00000167067.2	378	202.123	0	0
ENSDART00000161271.2	334	159.752	0	0
ENSDART00000163938.2	366	190.464	0	0
ENSDART00000161622.2	445	268.163	24	0.881174
ENSDART00000162257.2	426	249.326	0	0
ENSDART00000158119.2	318	144.594	0	0
ENSDART00000169491.2	387	210.929	0	0
ENSDART00000172528.2	396	219.733	0	0
ENSDART00000166253.2	411	234.445	0	0
ENSDART00000160948.2	323	149.342	0	0
ENSDART00000161537.2	377	201.123	0	0
ENSDART00000159235.2	348	173.104	0	0
ENSDART00000171772.2	483	305.991	20	0.643533
ENSDART00000167404.2	357	181.744	0	0
ENSDART00000171344.2	462	285.072	11	0.379916
ENSDART00000168039.2	470	293.033	0	0
ENSDART00000157830.2	431	254.256	0	0
ENSDART00000166182.2	372	196.277	0	0
ENSDART00000167805.2	378	202.123	0	0
ENSDART00000159795.2	419	242.36	0	0
ENSDART00000160202.2	378	202.123	0	0
ENSDART00000163851.2	330	155.928	9	0.568286
ENSDART00000161463.2	417	240.393	0	0
ENSDART00000164491.2	366	190.464	16	0.827096
ENSDART00000158772.2	348	173.104	0	0
ENSDART00000167409.2	420	243.36	0	0
ENSDART00000160204.2	348	173.104	35	1.99072
ENSDART00000166882.2	420	243.36	0	0
ENSDART00000171020.2	383	207.015	0	0
ENSDART00000162456.2	366	190.464	2	0.103387
ENSDART00000164309.2	390	213.835	0	0
ENSDART00000160996.2	369	193.347	0	0
ENSDART00000166892.2	332	157.823	5	0.311924
ENSDART00000171613.2	393	216.763	46	2.0894
ENSDART00000164961.2	357	181.744	0	0
ENSDART00000164492.2	396	219.733	0	0
ENSDART00000158814.2	396	219.733	0	0
ENSDART00000171201.2	397	220.715	7	0.31226
ENSDART00000164110.2	399	222.69	0	0
ENSDART00000166029.2	381	205.067	0	0
ENSDART00000165676.2	371	195.288	22	1.10917
ENSDART00000163282.2	342	167.351	0	0
ENSDART00000167496.2	346	171.224	0	0
ENSDART00000164659.2	404	227.535	0	0
ENSDART00000164489.2	350	175.036	8	0.449999
ENSDART00000160625.2	413	236.419	11	0.458099
ENSDART00000169436.2	387	210.929	0	0
ENSDART00000170399.2	380	204.095	0	0
ENSDART00000162378.2	358	182.719	86	4.63409
ENSDART00000169864.2	389	212.847	0	0
ENSDART00000164059.2	336	161.613	0	0
ENSDART00000168607.2	375	199.19	0	0
ENSDART00000161399.2	381	205.067	0	0
ENSDART00000171483.2	397	220.715	0	0
ENSDART00000171356.2	339	164.499	0	0
ENSDART00000172182.2	413	236.419	8	0.333163
ENSDART00000113019.3	414	237.419	7	0.29029
ENSDART00000170523.2	375	199.19	0	0
ENSDART00000160187.2	385	208.969	0	0
ENSDART00000114271.4	416	239.413	0	0
ENSDART00000159161.2	423	246.333	11	0.439663
ENSDART00000162061.2	314	140.867	0	0
ENSDART00000169803.2	998	820.733	12	0.143956
ENSDART00000170923.2	1670	1492.73	0	0
ENSDART00000171190.2	3169	2991.73	384.322	1.2648
ENSDART00000165811.2	556	378.826	0	0
ENSDART00000167950.2	667	489.768	0	0
ENSDART00000007487.9	873	695.752	832	11.7738
ENSDART00000162972.3	1568	1390.73	285.979	2.02461
ENSDART00000171570.2	1371	1193.73	0	0
ENSDART00000168177.2	3370	3192.73	106.288	0.327772
ENSDART00000182440.1	3291	3113.73	50.9932	0.161243
ENSDART00000162709.3	4761	4583.73	3645.51	7.83049
ENSDART00000125149.3	3218	3040.73	0	0
ENSDART00000168926.2	1724	1546.73	7819	49.7721
ENSDART00000169180.2	3210	3032.73	3274	10.629
ENSDART00000165795.2	1002	824.733	0	0
ENSDART00000079649.6	641	463.768	0	0
ENSDART00000160925.2	4365	4187.73	273.504	0.643034
ENSDART00000188827.1	4409	4231.73	0	0
ENSDART00000171098.2	437	260.214	37	1.39998
ENSDART00000159824.2	734	556.768	0	0
ENSDART00000162187.2	63	17.6071	0	0
ENSDART00000161350.2	63	17.6071	0	0
ENSDART00000193555.1	66	17.5347	12	6.73804
ENSDART00000161459.2	60	17.1944	21	12.0249
ENSDART00000184586.1	66	17.5347	0	0
ENSDART00000193441.1	66	17.5347	0	0
ENSDART00000185019.1	66	17.5347	0	0
ENSDART00000171681.2	60	17.1944	0	0
ENSDART00000165172.2	63	17.6071	0	0
ENSDART00000170440.2	46	17.4667	0	0
ENSDART00000168126.2	57	17.25	0	0
ENSDART00000182863.1	63	17.6071	0	0
ENSDART00000166020.2	66	17.5347	0	0
ENSDART00000190775.1	66	17.5347	2	1.12301
ENSDART00000167303.2	63	17.6071	0	0
ENSDART00000157393.2	52	16.6304	0	0
ENSDART00000166828.2	63	17.6071	0	0
ENSDART00000159011.2	63	17.6071	0	0
ENSDART00000190235.1	66	17.5347	0	0
ENSDART00000190038.1	399	222.69	0	0
ENSDART00000164894.2	66	17.5347	0	0
ENSDART00000170926.2	63	17.6071	0	0
ENSDART00000166210.2	60	17.1944	0	0
ENSDART00000170448.2	57	17.25	0	0
ENSDART00000171447.2	49	16.2821	0	0
ENSDART00000164734.2	55	17.3208	0	0
ENSDART00000167581.2	57	17.25	0	0
ENSDART00000185656.1	66	17.5347	0	0
ENSDART00000186087.1	63	17.6071	0	0
ENSDART00000168960.2	63	17.6071	0	0
ENSDART00000161571.2	57	17.25	0	0
ENSDART00000161136.2	63	17.6071	0	0
ENSDART00000161763.2	63	17.6071	1	0.559192
ENSDART00000170691.2	63	17.6071	0	0
ENSDART00000191731.1	63	17.6071	0	0
ENSDART00000113547.3	903	725.733	0	0
ENSDART00000159055.2	66	17.5347	0	0
ENSDART00000158148.2	63	17.6071	0	0
ENSDART00000167576.2	63	17.6071	46	25.7228
ENSDART00000162921.2	60	17.1944	24	13.7427
ENSDART00000182846.1	63	17.6071	0	0
ENSDART00000191760.1	63	17.6071	0	0
ENSDART00000162352.2	60	17.1944	0	0
ENSDART00000166454.2	57	17.25	8	4.56615
ENSDART00000180943.1	63	17.6071	0	0
ENSDART00000172223.2	56	17.1053	0	0
ENSDART00000166061.2	45	17.6429	0	0
ENSDART00000171126.2	60	17.1944	0	0
ENSDART00000183757.1	63	17.6071	0	0
ENSDART00000159092.2	63	17.6071	0	0
ENSDART00000180403.1	63	17.6071	0	0
ENSDART00000192804.1	63	17.6071	0	0
ENSDART00000167932.2	60	17.1944	0	0
ENSDART00000190928.1	66	17.5347	20	11.2301
ENSDART00000158609.2	60	17.1944	0	0
ENSDART00000192441.1	63	17.6071	4.82421	2.69766
ENSDART00000187002.1	896	718.733	7.17579	0.0982996
ENSDART00000170206.2	61	17.5067	0	0
ENSDART00000159979.2	60	17.1944	0	0
ENSDART00000193507.1	66	17.5347	0	0
ENSDART00000159473.2	63	17.6071	0	0
ENSDART00000166370.2	63	17.6071	0	0
ENSDART00000181827.1	63	17.6071	0	0
ENSDART00000164120.2	63	17.6071	13	7.26949
ENSDART00000168385.2	60	17.1944	0	0
ENSDART00000170860.2	63	17.6071	0	0
ENSDART00000160505.2	60	17.1944	0	0
ENSDART00000191315.1	976	798.733	0	0
ENSDART00000158978.2	907	729.733	0	0
ENSDART00000159628.2	63	17.6071	0	0
ENSDART00000171914.2	63	17.6071	0	0
ENSDART00000190142.1	66	17.5347	0	0
ENSDART00000163969.2	49	16.2821	10	6.04701
ENSDART00000161690.2	63	17.6071	0	0
ENSDART00000186687.1	63	17.6071	0	0
ENSDART00000161734.2	64	16.9032	15	8.73718
ENSDART00000160963.2	63	17.6071	0	0
ENSDART00000186681.1	66	17.5347	0	0
ENSDART00000164889.2	63	17.6071	0	0
ENSDART00000160161.2	46	17.4667	5	2.81845
ENSDART00000162964.2	49	16.2821	0	0
ENSDART00000131829.2	803	625.752	2116.03	33.2942
ENSDART00000144883.3	780	602.752	1240.97	20.2709
ENSDART00000156963.2	2986	2808.73	1115.81	3.91136
ENSDART00000161066.2	1110	932.733	0	0
ENSDART00000137179.2	1872	1694.73	147.716	0.858173
ENSDART00000100744.4	2099	1921.73	595.55	3.05123
ENSDART00000160393.2	1044	866.733	0	0
ENSDART00000167980.2	834	656.752	3102	46.504
ENSDART00000067621.6	4363	4185.73	1223.94	2.87897
ENSDART00000165084.2	5190	5012.73	990.831	1.94614
ENSDART00000162322.2	873	695.752	52.7165	0.746005
ENSDART00000190378.1	609	431.792	21.2835	0.485308
ENSDART00000144327.3	1479	1301.73	0	0
ENSDART00000173911.2	412	235.439	38.7588	1.62084
ENSDART00000178732.2	2977	2799.73	181.242	0.637369
ENSDART00000164747.2	1359	1181.73	164.02	1.36656
ENSDART00000162001.2	500	322.913	0	0
ENSDART00000103397.6	1933	1755.73	1465	8.2154
ENSDART00000113661.4	4484	4306.73	82	0.187463
ENSDART00000052422.3	1265	1087.73	1153	10.4365
ENSDART00000047912.9	1997	1819.73	2151	11.6381
ENSDART00000154987.3	8955	8777.73	5342.29	5.99232
ENSDART00000108999.4	2067	1889.73	72.2859	0.37662
ENSDART00000080347.6	1924	1746.73	358.811	2.0225
ENSDART00000123238.3	2118	1940.73	76.5538	0.388375
ENSDART00000137120.2	456	279.095	0	0
ENSDART00000049291.5	2868	2690.73	40.2023	0.147106
ENSDART00000147621.2	757	579.752	23.7977	0.40415
ENSDART00000156885.2	7386	7208.73	166	0.226725
ENSDART00000157087.2	665	487.768	41	0.827599
ENSDART00000176637.2	3999	3821.73	0	0
ENSDART00000159554.2	1007	829.733	22.8013	0.270565
ENSDART00000192041.1	525	347.866	0	0
ENSDART00000184520.1	837	659.752	0	0
ENSDART00000024330.9	3903	3725.73	92.2211	0.243707
ENSDART00000173945.2	452	275.111	29.222	1.04581
ENSDART00000172251.2	1479	1301.73	75.5569	0.571481
ENSDART00000155746.3	2001	1823.73	3258.62	17.5923
ENSDART00000154158.2	1350	1172.73	324.202	2.72187
ENSDART00000180571.1	1908	1730.73	0	0
ENSDART00000189685.1	622	444.78	317.178	7.02112
ENSDART00000135009.2	659	481.768	3.04328	0.0621946
ENSDART00000139795.2	1951	1773.73	134.782	0.748159
ENSDART00000190366.1	1293	1115.73	146.175	1.28992
ENSDART00000136751.2	726	548.768	50	0.897079
ENSDART00000146364.3	4345	4167.73	85.0177	0.200844
ENSDART00000175207.2	5260	5082.73	149.982	0.290531
ENSDART00000140924.2	1187	1009.73	266.995	2.60343
ENSDART00000066782.7	1940	1762.73	309.005	1.72595
ENSDART00000163816.2	2323	2145.73	0	0
ENSDART00000163956.2	2431	2253.73	49.7772	0.217459
ENSDART00000129910.3	980	802.733	0	0
ENSDART00000139974.2	835	657.752	80.3909	1.20336
ENSDART00000030773.5	5649	5471.73	4220.66	7.5946
ENSDART00000171701.2	2346	2168.73	6	0.0272392
ENSDART00000097522.5	1492	1314.73	347	2.59861
ENSDART00000127483.4	5851	5673.73	1389.91	2.41195
ENSDART00000183613.1	846	668.752	1.33159	0.0196044
ENSDART00000142998.4	12194	12016.7	192.55	0.157764
ENSDART00000182436.1	120	16.3627	0	0
ENSDART00000159675.3	1533	1355.73	79	0.573724
ENSDART00000156526.3	3267	3089.73	34.0092	0.108374
ENSDART00000113185.4	3130	2952.73	925.991	3.08768
ENSDART00000148548.3	1617	1439.73	96.1205	0.657331
ENSDART00000171123.2	1156	978.733	345.823	3.47888
ENSDART00000148879.2	651	473.768	132.057	2.74438
ENSDART00000145410.2	2756	2578.73	630	2.40538
ENSDART00000149204.3	1221	1043.73	10.6037	0.100027
ENSDART00000153303.2	280	110.182	1.03932	0.0928722
ENSDART00000149732.4	871	693.752	0	0
ENSDART00000153121.2	368	192.38	91.574	4.68666
ENSDART00000090171.4	4438	4260.73	79	0.182554
ENSDART00000132028.3	1779	1601.73	1840.53	11.3136
ENSDART00000057257.5	816	638.752	73.2088	1.12845
ENSDART00000057697.6	1756	1578.73	501.265	3.12614
ENSDART00000164426.2	1045	867.733	0	0
ENSDART00000017850.9	1583	1405.73	354	2.47942
ENSDART00000161797.3	1006	828.733	23	0.273252
ENSDART00000173668.2	888	710.733	0	0
ENSDART00000173934.2	1118	940.733	0	0
ENSDART00000124091.3	653	475.768	33	0.682918
ENSDART00000163388.2	199	47.0957	0	0
ENSDART00000146315.3	2622	2444.73	1052.62	4.23925
ENSDART00000021121.8	1181	1003.73	590.827	5.79551
ENSDART00000183937.1	893	715.733	397.401	5.46674
ENSDART00000111512.4	6213	6035.73	328.046	0.535125
ENSDART00000172678.2	1110	932.733	119.765	1.26422
ENSDART00000151899.2	2789	2611.73	548.627	2.06823
ENSDART00000152066.2	838	660.752	0	0
ENSDART00000041577.8	5802	5624.73	5013.63	8.77607
ENSDART00000166519.2	588	410.815	25.7193	0.616399
ENSDART00000147618.2	808	630.752	0	0
ENSDART00000142716.2	673	495.768	86.3527	1.71493
ENSDART00000007053.9	2128	1950.73	2641.99	13.3347
ENSDART00000126984.3	954	776.733	273.899	3.4719
ENSDART00000124920.4	6674	6496.73	4024.67	6.09937
ENSDART00000162639.3	1596	1418.73	0	0
ENSDART00000186786.1	7484	7306.73	2307.63	3.10951
ENSDART00000147034.2	2816	2638.73	212.339	0.792289
ENSDART00000021092.9	2140	1962.73	1657	8.3121
ENSDART00000101204.4	3078	2900.73	3740	12.6944
ENSDART00000167332.2	675	497.768	111	2.19556
ENSDART00000168861.2	670	492.768	0	0
ENSDART00000143325.2	2207	2029.73	103.328	0.501221
ENSDART00000076696.6	2396	2218.73	275.929	1.22445
ENSDART00000140081.2	6779	6601.73	0	0
ENSDART00000164542.2	1924	1746.73	13.6444	0.0769092
ENSDART00000138182.3	6809	6631.73	3393.62	5.03832
ENSDART00000076687.4	2125	1947.73	0	0
ENSDART00000136342.3	1210	1032.73	52.6946	0.502375
ENSDART00000154863.2	501	323.913	169.895	5.16419
ENSDART00000055611.7	981	803.733	685.105	8.39257
ENSDART00000173471.2	785	607.752	0	0
ENSDART00000173809.2	2802	2624.73	7.60427	0.0285248
ENSDART00000052906.6	6837	6659.73	1027.04	1.51838
ENSDART00000183048.1	4342	4164.73	121.955	0.288313
ENSDART00000181577.1	4441	4263.73	1341.57	3.09795
ENSDART00000170597.2	4489	4311.73	0.00082989	1.89504e-06
ENSDART00000172709.2	4638	4460.73	2070.77	4.57063
ENSDART00000170143.2	2477	2299.73	0	0
ENSDART00000164348.2	2415	2237.73	0	0
ENSDART00000191414.1	2905	2727.73	2.28719	0.00825561
ENSDART00000187058.1	2836	2658.73	0	0
ENSDART00000054843.7	1769	1591.73	0	0
ENSDART00000138630.3	1726	1548.73	255	1.62111
ENSDART00000179964.1	1230	1052.73	331.996	3.10502
ENSDART00000154333.2	2818	2640.73	99.7818	0.372029
ENSDART00000155267.2	3419	3241.73	425	1.29081
ENSDART00000106488.2	3307	3129.73	5766.47	18.1406
ENSDART00000140035.2	645	467.768	474.458	9.98658
ENSDART00000005901.9	3370	3192.73	4038.19	12.453
ENSDART00000128182.3	1190	1012.73	400.881	3.89735
ENSDART00000133077.2	909	731.733	0	0
ENSDART00000052086.6	1854	1676.73	15.2587	0.0895989
ENSDART00000124471.3	2628	2450.73	298.39	1.19877
ENSDART00000088624.5	4258	4080.73	245.61	0.592596
ENSDART00000099647.6	1811	1633.73	308.221	1.85751
ENSDART00000138443.3	1328	1150.73	35.4103	0.302974
ENSDART00000139813.2	1906	1728.73	1389.48	7.91363
ENSDART00000111699.5	1883	1705.73	713.516	4.11853
ENSDART00000152246.2	7961	7783.73	2524.79	3.19365
ENSDART00000064968.5	2173	1995.73	1436.4	7.08634
ENSDART00000151672.3	4652	4474.73	1129.09	2.48435
ENSDART00000138049.2	768	590.752	36.7658	0.612757
ENSDART00000026516.7	1344	1166.73	354.488	2.99144
ENSDART00000150852.2	538	360.856	28.0373	0.764982
ENSDART00000150594.2	445	268.163	16.4218	0.602937
ENSDART00000150812.2	910	732.733	122.557	1.6468
ENSDART00000128743.3	2732	2554.73	3713.98	14.3134
ENSDART00000189645.1	750	572.768	0	0
ENSDART00000165510.2	996	818.733	0.0947489	0.00113941
ENSDART00000121859.3	5077	4899.73	1094.08	2.1985
ENSDART00000190959.1	992	814.733	49.2877	0.595626
ENSDART00000142069.3	613	435.78	3455.51	78.0718
ENSDART00000043933.5	608	430.792	5715.49	130.628
ENSDART00000148516.2	3022	2844.73	1421	4.91816
ENSDART00000169072.2	8455	8277.73	696.024	0.827871
ENSDART00000147947.2	8535	8357.73	2498.11	2.94288
ENSDART00000057464.7	1888	1710.73	4.99121e-08	2.87259e-10
ENSDART00000176133.2	2022	1844.73	229.172	1.22315
ENSDART00000172882.2	2142	1964.73	57	0.285641
ENSDART00000163138.2	1127	949.733	95.6065	0.991142
ENSDART00000129570.3	734	556.768	0	0
ENSDART00000170007.2	915	737.733	0	0
ENSDART00000075782.7	3025	2847.73	988.553	3.41783
ENSDART00000060594.6	2004	1826.73	3197.47	17.2338
ENSDART00000097540.5	912	734.733	66.5751	0.892138
ENSDART00000154409.2	2086	1908.73	18.1399	0.0935708
ENSDART00000140999.3	699	521.768	46	0.86802
ENSDART00000067423.5	1542	1364.73	433	3.12385
ENSDART00000122735.3	4404	4226.73	7170	16.7018
ENSDART00000150875.2	563	385.826	41	1.04627
ENSDART00000086885.5	1685	1507.73	295	1.9264
ENSDART00000156364.2	630	452.768	282.996	6.15396
ENSDART00000155698.2	2582	2404.73	1070	4.38095
ENSDART00000163680.2	986	808.733	0	0
ENSDART00000167613.2	3182	3004.73	3361.2	11.0138
ENSDART00000162628.2	643	465.768	0	0
ENSDART00000190025.1	1699	1521.73	264.409	1.71075
ENSDART00000159216.2	688	510.768	142.276	2.74257
ENSDART00000098806.5	2844	2666.73	536.001	1.97896
ENSDART00000160071.2	840	662.752	2	0.0297118
ENSDART00000143398.2	738	560.768	0	0
ENSDART00000133392.3	555	377.826	0	0
ENSDART00000141476.4	1773	1595.73	0	0
ENSDART00000138301.2	713	535.768	0	0
ENSDART00000136016.2	1935	1757.73	18	0.100825
ENSDART00000111052.4	2617	2439.73	71.3388	0.287894
ENSDART00000109990.4	4314	4136.73	245.113	0.583388
ENSDART00000186706.1	1586	1408.73	5.82839	0.0407352
ENSDART00000169589.3	1361	1183.73	46	0.382608
ENSDART00000136672.3	1213	1035.73	50.3277	0.478419
ENSDART00000112735.4	414	237.419	23.6723	0.98169
ENSDART00000153006.2	3813	3635.73	17.1855	0.0465393
ENSDART00000191797.1	2340	2162.73	0	0
ENSDART00000099479.5	1809	1631.73	1593.06	9.6124
ENSDART00000063138.6	1414	1236.73	23.175	0.184499
ENSDART00000140321.2	936	758.733	0	0
ENSDART00000129676.3	1118	940.733	170	1.77923
ENSDART00000079210.5	1899	1721.73	907	5.1867
ENSDART00000163411.2	1222	1044.73	53.8922	0.507891
ENSDART00000004476.9	1286	1108.73	0	0
ENSDART00000144897.4	4802	4624.73	13.3809	0.0284871
ENSDART00000172119.2	3649	3471.73	235.607	0.668176
ENSDART00000144516.3	2647	2469.73	758.393	3.02339
ENSDART00000133277.3	1898	1720.73	1	0.00572185
ENSDART00000131410.3	593	415.792	0	0
ENSDART00000078466.6	3411	3233.73	1.60753	0.00489446
ENSDART00000143981.2	539	361.856	29.2554	0.796011
ENSDART00000174580.2	3483	3305.73	667.336	1.98759
ENSDART00000187409.1	3133	2955.73	0	0
ENSDART00000182247.1	3785	3607.73	1028.17	2.80595
ENSDART00000153512.2	1764	1586.73	508.63	3.15608
ENSDART00000184299.1	3681	3503.73	0	0
ENSDART00000153168.2	2157	1979.73	218	1.08418
ENSDART00000045186.6	1658	1480.73	0	0
ENSDART00000147917.3	1782	1604.73	0	0
ENSDART00000061577.6	1699	1521.73	27314.3	176.727
ENSDART00000179893.1	1204	1026.73	1842.01	17.6638
ENSDART00000122279.3	636	458.768	993.958	21.3316
ENSDART00000193421.1	1288	1110.73	726.693	6.44156
ENSDART00000139924.4	3323	3145.73	325.916	1.02008
ENSDART00000183848.1	4295	4117.73	306.466	0.73278
ENSDART00000138837.2	817	639.752	49.2889	0.758555
ENSDART00000079691.5	4246	4068.73	145	0.35088
ENSDART00000147470.2	580	402.815	0	0
ENSDART00000135049.3	3232	3054.73	0	0
ENSDART00000154540.2	5764	5586.73	0	0
ENSDART00000180384.1	6294	6116.73	0	0
ENSDART00000175024.2	6007	5829.73	0	0
ENSDART00000184486.1	6281	6103.73	0	0
ENSDART00000156372.3	1410	1232.73	18.7257	0.149561
ENSDART00000020044.9	1460	1282.73	43.2743	0.332157
ENSDART00000101292.4	783	605.752	2438.75	39.639
ENSDART00000065139.5	1228	1050.73	23.9645	0.224557
ENSDART00000144257.2	482	304.991	0	0
ENSDART00000141484.2	1187	1009.73	0	0
ENSDART00000160276.2	6452	6274.73	2278.09	3.57459
ENSDART00000139285.2	1275	1097.73	130.684	1.17213
ENSDART00000149911.2	1393	1215.73	90	0.728877
ENSDART00000066834.5	1080	902.733	0	0
ENSDART00000188808.1	5596	5418.73	292.504	0.531476
ENSDART00000187511.1	1617	1439.73	133.434	0.912503
ENSDART00000081894.7	1722	1544.73	0	0
ENSDART00000077800.6	2317	2139.73	3424.37	15.7569
ENSDART00000140851.2	668	490.768	44.7134	0.897038
ENSDART00000121828.4	749	571.768	109.46	1.88488
ENSDART00000142347.2	875	697.752	477.57	6.73884
ENSDART00000181891.1	3362	3184.73	0	0
ENSDART00000102949.4	3301	3123.73	0	0
ENSDART00000183998.1	3946	3768.73	0	0
ENSDART00000180528.1	3570	3392.73	0	0
ENSDART00000135262.3	3499	3321.73	64.482	0.191128
ENSDART00000170471.2	168	29.7922	0	0
ENSDART00000167251.2	720	542.768	38.8842	0.705356
ENSDART00000167841.2	919	741.733	658.116	8.73584
ENSDART00000006927.6	1785	1607.73	884	5.41362
ENSDART00000126664.3	470	293.033	0	0
ENSDART00000160463.2	3637	3459.73	0	0
ENSDART00000161238.2	2840	2662.73	0.151197	0.000559069
ENSDART00000172136.2	2865	2687.73	77.0764	0.282348
ENSDART00000190736.1	5087	4909.73	2454.96	4.92307
ENSDART00000149067.3	3732	3554.73	938.708	2.6
ENSDART00000180985.1	2824	2646.73	34.2617	0.127453
ENSDART00000149591.3	750	572.768	357.53	6.14588
ENSDART00000149938.4	3181	3003.73	0	0
ENSDART00000162837.2	1313	1135.73	69	0.598167
ENSDART00000170821.2	583	405.815	0	0
ENSDART00000131463.2	693	515.768	0	0
