target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	4.33333	0	0
ENSDART00000189431.1	11	5.33333	0	0
ENSDART00000160762.2	345	166.726	2	0.142881
ENSDART00000170804.2	366	186.75	7	0.44646
ENSDART00000165410.2	350	171.497	5	0.347264
ENSDART00000163675.2	339	161.123	11	0.813171
ENSDART00000171132.2	338	160.182	0	0
ENSDART00000172037.2	344	165.812	14	1.00568
ENSDART00000161368.2	354	175.275	1	0.0679557
ENSDART00000172374.2	355	176.236	7	0.473096
ENSDART00000167067.2	378	198.109	3	0.180369
ENSDART00000161271.2	334	156.507	0	0
ENSDART00000163938.2	366	186.75	3	0.19134
ENSDART00000161622.2	445	263.358	2	0.0904542
ENSDART00000162257.2	426	244.678	2	0.09736
ENSDART00000158119.2	318	141.805	0	0
ENSDART00000169491.2	387	206.729	1	0.0576161
ENSDART00000172528.2	396	215.441	0	0
ENSDART00000166253.2	411	230.024	0	0
ENSDART00000160948.2	323	146.313	0	0
ENSDART00000161537.2	377	197.157	0	0
ENSDART00000159235.2	348	169.589	3	0.210702
ENSDART00000171772.2	483	300.924	3.35389	0.132751
ENSDART00000167404.2	357	178.162	14	0.935962
ENSDART00000171344.2	462	280.094	5	0.212624
ENSDART00000168039.2	470	288.06	8.64611	0.357506
ENSDART00000157830.2	431	249.576	0	0
ENSDART00000166182.2	372	192.42	4	0.247603
ENSDART00000167805.2	378	198.109	1	0.0601231
ENSDART00000159795.2	419	237.824	0	0
ENSDART00000160202.2	378	198.109	1	0.0601231
ENSDART00000163851.2	330	152.771	2	0.155932
ENSDART00000161463.2	417	235.876	0	0
ENSDART00000164491.2	366	186.75	0	0
ENSDART00000158772.2	348	169.589	7	0.491639
ENSDART00000167409.2	420	238.79	0	0
ENSDART00000160204.2	348	169.589	6	0.421405
ENSDART00000166882.2	420	238.79	0	0
ENSDART00000171020.2	383	202.884	1	0.058708
ENSDART00000162456.2	366	186.75	5	0.3189
ENSDART00000164309.2	390	209.643	0	0
ENSDART00000160996.2	369	189.612	0	0
ENSDART00000166892.2	332	154.603	8	0.616334
ENSDART00000171613.2	393	212.514	0	0
ENSDART00000164961.2	357	178.162	0	0
ENSDART00000164492.2	396	215.441	3	0.165859
ENSDART00000158814.2	396	215.441	1	0.0552862
ENSDART00000171201.2	397	216.415	2	0.110075
ENSDART00000164110.2	399	218.362	2	0.109094
ENSDART00000166029.2	381	200.943	5	0.296375
ENSDART00000165676.2	371	191.467	1.96604	0.122305
ENSDART00000163282.2	342	163.934	1	0.072657
ENSDART00000167496.2	346	167.668	11.0744	0.78671
ENSDART00000164659.2	404	223.195	0	0
ENSDART00000164489.2	350	171.497	2	0.138906
ENSDART00000160625.2	413	231.962	0	0
ENSDART00000169436.2	387	206.729	3	0.172848
ENSDART00000170399.2	380	199.992	3	0.178671
ENSDART00000162378.2	358	179.105	5.59797	0.372279
ENSDART00000169864.2	389	208.668	0	0
ENSDART00000164059.2	336	158.324	4	0.300926
ENSDART00000168607.2	375	195.273	2	0.121993
ENSDART00000161399.2	381	200.943	0	0
ENSDART00000171483.2	397	216.415	6.25394	0.344201
ENSDART00000171356.2	339	161.123	0	0
ENSDART00000172182.2	413	231.962	13	0.667533
ENSDART00000113019.3	414	232.945	0	0
ENSDART00000170523.2	375	195.273	2	0.121993
ENSDART00000160187.2	385	204.804	3	0.174473
ENSDART00000114271.4	416	234.899	9.14809	0.463868
ENSDART00000159161.2	423	241.737	6	0.295633
ENSDART00000162061.2	314	138.145	6.75874	0.582741
ENSDART00000169803.2	998	815.423	7.31323	0.106825
ENSDART00000170923.2	1670	1487.42	0	0
ENSDART00000171190.2	3169	2986.42	265.129	1.05743
ENSDART00000165811.2	556	373.622	1	0.0318797
ENSDART00000167950.2	667	484.499	1.08775	0.0267413
ENSDART00000007487.9	873	690.459	1353	23.3403
ENSDART00000162972.3	1568	1385.42	130.378	1.1209
ENSDART00000171570.2	1371	1188.42	0	0
ENSDART00000168177.2	3370	3187.42	130.765	0.48865
ENSDART00000182440.1	3291	3108.42	65.4645	0.250848
ENSDART00000162709.3	4761	4578.42	3188.59	8.29522
ENSDART00000125149.3	3218	3035.42	0	0
ENSDART00000168926.2	1724	1541.42	6999.94	54.0901
ENSDART00000169180.2	3210	3027.42	3072	12.0863
ENSDART00000165795.2	1002	819.423	11	0.159893
ENSDART00000079649.6	641	458.545	0	0
ENSDART00000160925.2	4365	4182.42	547.481	1.55915
ENSDART00000188827.1	4409	4226.42	0	0
ENSDART00000171098.2	437	255.484	6	0.279726
ENSDART00000159824.2	734	551.475	40	0.863932
ENSDART00000162187.2	63	13.9417	1	0.854335
ENSDART00000161350.2	63	13.9417	0	0
ENSDART00000193555.1	66	14.0156	1	0.849832
ENSDART00000161459.2	60	14.8462	4	3.20916
ENSDART00000184586.1	66	14.0156	1	0.849832
ENSDART00000193441.1	66	14.0156	0	0
ENSDART00000185019.1	66	14.0156	2	1.69966
ENSDART00000171681.2	60	14.8462	0	0
ENSDART00000165172.2	63	13.9417	2	1.70867
ENSDART00000170440.2	46	15.9286	7	5.2344
ENSDART00000168126.2	57	15.4754	3	2.309
ENSDART00000182863.1	63	13.9417	0	0
ENSDART00000166020.2	66	14.0156	0	0
ENSDART00000190775.1	66	14.0156	1	0.849832
ENSDART00000167303.2	63	13.9417	0	0
ENSDART00000157393.2	52	13.8333	5	4.30515
ENSDART00000166828.2	63	13.9417	3	2.56301
ENSDART00000159011.2	63	13.9417	0	0
ENSDART00000190235.1	66	14.0156	1	0.849832
ENSDART00000190038.1	399	218.362	0	0
ENSDART00000164894.2	66	14.0156	0	0
ENSDART00000170926.2	63	13.9417	14	11.9607
ENSDART00000166210.2	60	14.8462	0	0
ENSDART00000170448.2	57	15.4754	0	0
ENSDART00000171447.2	49	15.9118	2	1.49712
ENSDART00000164734.2	55	14.7143	2	1.61896
ENSDART00000167581.2	57	15.4754	0	0
ENSDART00000185656.1	66	14.0156	5	4.24916
ENSDART00000186087.1	63	13.9417	5	4.27168
ENSDART00000168960.2	63	13.9417	0	0
ENSDART00000161571.2	57	15.4754	0	0
ENSDART00000161136.2	63	13.9417	0	0
ENSDART00000161763.2	63	13.9417	7	5.98035
ENSDART00000170691.2	63	13.9417	0	0
ENSDART00000191731.1	63	13.9417	2	1.70867
ENSDART00000113547.3	903	720.441	0	0
ENSDART00000159055.2	66	14.0156	4	3.39933
ENSDART00000158148.2	63	13.9417	3	2.56301
ENSDART00000167576.2	63	13.9417	4	3.41734
ENSDART00000162921.2	60	14.8462	4	3.20916
ENSDART00000182846.1	63	13.9417	0	0
ENSDART00000191760.1	63	13.9417	4	3.41734
ENSDART00000162352.2	60	14.8462	2	1.60458
ENSDART00000166454.2	57	15.4754	0	0
ENSDART00000180943.1	63	13.9417	3	2.56301
ENSDART00000172223.2	56	14.9661	2	1.59172
ENSDART00000166061.2	45	15.4815	2	1.53873
ENSDART00000171126.2	60	14.8462	0	0
ENSDART00000183757.1	63	13.9417	0	0
ENSDART00000159092.2	63	13.9417	0	0
ENSDART00000180403.1	63	13.9417	0	0
ENSDART00000192804.1	63	13.9417	1	0.854335
ENSDART00000167932.2	60	14.8462	3	2.40687
ENSDART00000190928.1	66	14.0156	1	0.849832
ENSDART00000158609.2	60	14.8462	2	1.60458
ENSDART00000192441.1	63	13.9417	1.98007	1.69164
ENSDART00000187002.1	896	713.459	1.01993	0.0170274
ENSDART00000170206.2	61	14.9518	0	0
ENSDART00000159979.2	60	14.8462	0	0
ENSDART00000193507.1	66	14.0156	3	2.5495
ENSDART00000159473.2	63	13.9417	0	0
ENSDART00000166370.2	63	13.9417	5	4.27168
ENSDART00000181827.1	63	13.9417	1	0.854335
ENSDART00000164120.2	63	13.9417	1	0.854335
ENSDART00000168385.2	60	14.8462	0	0
ENSDART00000170860.2	63	13.9417	0	0
ENSDART00000160505.2	60	14.8462	0	0
ENSDART00000191315.1	976	793.423	0	0
ENSDART00000158978.2	907	724.441	1	0.0164415
ENSDART00000159628.2	63	13.9417	0	0
ENSDART00000171914.2	63	13.9417	2	1.70867
ENSDART00000190142.1	66	14.0156	3	2.5495
ENSDART00000163969.2	49	15.9118	4	2.99424
ENSDART00000161690.2	63	13.9417	0	0
ENSDART00000186687.1	63	13.9417	0	0
ENSDART00000161734.2	64	14.0545	1	0.847479
ENSDART00000160963.2	63	13.9417	0	0
ENSDART00000186681.1	66	14.0156	8	6.79866
ENSDART00000164889.2	63	13.9417	0	0
ENSDART00000160161.2	46	15.9286	6	4.48663
ENSDART00000162964.2	49	15.9118	1	0.748561
ENSDART00000131829.2	803	620.475	1369.89	26.2971
ENSDART00000144883.3	780	597.475	1104.11	22.0109
ENSDART00000156963.2	2986	2803.42	994.13	4.22377
ENSDART00000161066.2	1110	927.423	0	0
ENSDART00000137179.2	1872	1689.42	380.857	2.68515
ENSDART00000100744.4	2099	1916.42	414.674	2.57728
ENSDART00000160393.2	1044	861.423	0	0
ENSDART00000167980.2	834	651.475	2901	53.039
ENSDART00000067621.6	4363	4180.42	1424.38	4.05835
ENSDART00000165084.2	5190	5007.42	428.274	1.01872
ENSDART00000162322.2	873	690.459	152	2.62211
ENSDART00000190378.1	609	426.545	0	0
ENSDART00000144327.3	1479	1296.42	45.1279	0.414614
ENSDART00000173911.2	412	231.001	0	0
ENSDART00000178732.2	2977	2794.42	115.948	0.494216
ENSDART00000164747.2	1359	1176.42	121.478	1.22992
ENSDART00000162001.2	500	317.819	41.7408	1.56432
ENSDART00000103397.6	1933	1750.42	1553	10.5675
ENSDART00000113661.4	4484	4301.42	85	0.235371
ENSDART00000052422.3	1265	1082.42	1012	11.136
ENSDART00000047912.9	1997	1814.42	1902	12.4858
ENSDART00000154987.3	8955	8772.42	5363.72	7.28269
ENSDART00000108999.4	2067	1884.42	57.6875	0.364627
ENSDART00000080347.6	1924	1741.42	266.109	1.82012
ENSDART00000123238.3	2118	1935.42	150.365	0.925374
ENSDART00000137120.2	456	274.195	0	0
ENSDART00000049291.5	2868	2685.42	216.981	0.962398
ENSDART00000147621.2	757	574.475	40.0188	0.829733
ENSDART00000156885.2	7386	7203.42	385.609	0.637608
ENSDART00000157087.2	665	482.499	21.7764	0.537571
ENSDART00000176637.2	3999	3816.42	75.6146	0.23599
ENSDART00000159554.2	1007	824.423	8.20353	0.118521
ENSDART00000192041.1	525	342.708	0	0
ENSDART00000184520.1	837	654.475	0	0
ENSDART00000024330.9	3903	3720.42	317.941	1.01789
ENSDART00000173945.2	452	270.241	9.48915	0.418236
ENSDART00000172251.2	1479	1296.42	26.5697	0.24411
ENSDART00000155746.3	2001	1818.42	3251.14	21.2954
ENSDART00000154158.2	1350	1167.42	490.795	5.00746
ENSDART00000180571.1	1908	1725.42	0	0
ENSDART00000189685.1	622	439.545	515.061	13.9573
ENSDART00000135009.2	659	476.523	13.9249	0.34806
ENSDART00000139795.2	1951	1768.42	475.701	3.204
ENSDART00000190366.1	1293	1110.42	114.375	1.22684
ENSDART00000136751.2	726	543.475	11	0.241078
ENSDART00000146364.3	4345	4162.42	88.6253	0.253605
ENSDART00000175207.2	5260	5077.42	155.375	0.364487
ENSDART00000140924.2	1187	1004.42	279.236	3.31131
ENSDART00000066782.7	1940	1757.42	403.764	2.73651
ENSDART00000163816.2	2323	2140.42	2.73406	0.0152144
ENSDART00000163956.2	2431	2248.42	20.7299	0.109816
ENSDART00000129910.3	980	797.423	76.6408	1.14477
ENSDART00000139974.2	835	652.475	21.8258	0.39843
ENSDART00000030773.5	5649	5466.42	4669.79	10.1751
ENSDART00000171701.2	2346	2163.42	29	0.159662
ENSDART00000097522.5	1492	1309.42	168	1.52818
ENSDART00000127483.4	5851	5668.42	1114.94	2.3428
ENSDART00000183613.1	846	663.475	0	0
ENSDART00000142998.4	12194	12011.4	146.841	0.145613
ENSDART00000182436.1	120	17.1216	0	0
ENSDART00000159675.3	1533	1350.42	50	0.441007
ENSDART00000156526.3	3267	3084.42	136.255	0.526167
ENSDART00000113185.4	3130	2947.42	589.745	2.38324
ENSDART00000148548.3	1617	1434.42	29.7883	0.247351
ENSDART00000171123.2	1156	973.423	350.277	4.28603
ENSDART00000148879.2	651	468.523	106.935	2.71854
ENSDART00000145410.2	2756	2573.42	501	2.31885
ENSDART00000149204.3	1221	1038.42	65.5514	0.751888
ENSDART00000153303.2	280	108.249	0	0
ENSDART00000149732.4	871	688.459	44.3128	0.76665
ENSDART00000153121.2	368	188.654	22.0552	1.39249
ENSDART00000090171.4	4438	4255.42	405	1.13359
ENSDART00000132028.3	1779	1596.42	1823.71	13.6067
ENSDART00000057257.5	816	633.475	370.859	6.97308
ENSDART00000057697.6	1756	1573.42	346.432	2.62251
ENSDART00000164426.2	1045	862.423	42.2206	0.583109
ENSDART00000017850.9	1583	1400.42	499.779	4.25074
ENSDART00000161797.3	1006	823.423	46.6372	0.674613
ENSDART00000173668.2	888	705.459	1.36281	0.0230096
ENSDART00000173934.2	1118	935.423	0	0
ENSDART00000124091.3	653	470.523	121	3.06302
ENSDART00000163388.2	199	47.5806	0	0
ENSDART00000146315.3	2622	2439.42	886.611	4.32904
ENSDART00000021121.8	1181	998.423	600.122	7.1593
ENSDART00000183937.1	893	710.459	309.926	5.19595
ENSDART00000111512.4	6213	6030.42	190.243	0.375756
ENSDART00000172678.2	1110	927.423	105.095	1.34974
ENSDART00000151899.2	2789	2606.42	637.447	2.91303
ENSDART00000152066.2	838	655.475	0	0
ENSDART00000041577.8	5802	5619.42	4627.94	9.80937
ENSDART00000166519.2	588	405.565	23.7323	0.696987
ENSDART00000147618.2	808	625.475	60.5549	1.15315
ENSDART00000142716.2	673	490.499	125.108	3.03804
ENSDART00000007053.9	2128	1945.42	2301.2	14.0892
ENSDART00000126984.3	954	771.423	262.44	4.05213
ENSDART00000124920.4	6674	6491.42	2794.24	5.12706
ENSDART00000162639.3	1596	1413.42	7	0.058989
ENSDART00000186786.1	7484	7301.42	1758.68	2.86897
ENSDART00000147034.2	2816	2633.42	248.361	1.12333
ENSDART00000021092.9	2140	1957.42	1380	8.3973
ENSDART00000101204.4	3078	2895.42	4313	17.7424
ENSDART00000167332.2	675	492.499	538.048	13.0125
ENSDART00000168861.2	670	487.499	78.9522	1.92902
ENSDART00000143325.2	2207	2024.42	164.802	0.969632
ENSDART00000076696.6	2396	2213.42	347.141	1.86804
ENSDART00000140081.2	6779	6596.42	1370.82	2.47523
ENSDART00000164542.2	1924	1741.42	0	0
ENSDART00000138182.3	6809	6626.42	1631.85	2.93324
ENSDART00000076687.4	2125	1942.42	38.132	0.233825
ENSDART00000136342.3	1210	1027.42	149.439	1.73245
ENSDART00000154863.2	501	318.812	136.248	5.09029
ENSDART00000055611.7	981	798.423	558.064	8.32523
ENSDART00000173471.2	785	602.475	10.3984	0.205577
ENSDART00000173809.2	2802	2619.42	0	0
ENSDART00000052906.6	6837	6654.42	794.992	1.42298
ENSDART00000183048.1	4342	4159.42	45.3081	0.129744
ENSDART00000181577.1	4441	4258.42	1418.84	3.96854
ENSDART00000170597.2	4489	4306.42	4.22146	0.0116759
ENSDART00000172709.2	4638	4455.42	1811.28	4.84218
ENSDART00000170143.2	2477	2294.42	0	0
