target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	5	0	0
ENSDART00000189431.1	11	6	0	0
ENSDART00000160762.2	345	160.992	8	0.74969
ENSDART00000170804.2	366	180.657	11	0.918616
ENSDART00000165410.2	350	165.574	16	1.45788
ENSDART00000163675.2	339	155.418	0	0
ENSDART00000171132.2	338	154.519	0	0
ENSDART00000172037.2	344	160.031	0	0
ENSDART00000161368.2	354	169.322	0	0
ENSDART00000172374.2	355	170.259	11	0.974718
ENSDART00000167067.2	378	192.095	9	0.70684
ENSDART00000161271.2	334	150.878	0	0
ENSDART00000163938.2	366	180.657	0	0
ENSDART00000161622.2	445	257.449	0	0
ENSDART00000162257.2	426	238.731	18	1.13752
ENSDART00000158119.2	318	136.318	0	0
ENSDART00000169491.2	387	200.787	0	0
ENSDART00000172528.2	396	209.486	9	0.648161
ENSDART00000166253.2	411	224.043	0	0
ENSDART00000160948.2	323	140.849	0	0
ENSDART00000161537.2	377	191.131	0	0
ENSDART00000159235.2	348	163.765	0	0
ENSDART00000171772.2	483	295.13	0	0
ENSDART00000167404.2	357	172.153	0	0
ENSDART00000171344.2	462	274.273	0	0
ENSDART00000168039.2	470	282.214	0	0
ENSDART00000157830.2	431	243.648	0	0
ENSDART00000166182.2	372	186.348	0	0
ENSDART00000167805.2	378	192.095	0	0
ENSDART00000159795.2	419	231.825	11	0.71586
ENSDART00000160202.2	378	192.095	0	0
ENSDART00000163851.2	330	147.177	0	0
ENSDART00000161463.2	417	229.88	0	0
ENSDART00000164491.2	366	180.657	0	0
ENSDART00000158772.2	348	163.765	0	0
ENSDART00000167409.2	420	232.813	0	0
ENSDART00000160204.2	348	163.765	5	0.460623
ENSDART00000166882.2	420	232.813	0	0
ENSDART00000171020.2	383	196.924	0	0
ENSDART00000162456.2	366	180.657	0	0
ENSDART00000164309.2	390	203.695	15	1.11098
ENSDART00000160996.2	369	183.515	0	0
ENSDART00000166892.2	332	149.02	17	1.72107
ENSDART00000171613.2	393	206.602	0	0
ENSDART00000164961.2	357	172.153	0	0
ENSDART00000164492.2	396	209.486	0	0
ENSDART00000158814.2	396	209.486	0	0
ENSDART00000171201.2	397	210.469	0	0
ENSDART00000164110.2	399	212.413	0	0
ENSDART00000166029.2	381	194.987	0	0
ENSDART00000165676.2	371	185.402	0	0
ENSDART00000163282.2	342	158.194	5	0.476844
ENSDART00000167496.2	346	161.922	14	1.30442
ENSDART00000164659.2	404	217.242	0	0
ENSDART00000164489.2	350	165.574	3	0.273353
ENSDART00000160625.2	413	226.007	0	0
ENSDART00000169436.2	387	200.787	0	0
ENSDART00000170399.2	380	194.018	0	0
ENSDART00000162378.2	358	173.112	6.89588	0.600979
ENSDART00000169864.2	389	202.728	0	0
ENSDART00000164059.2	336	152.689	0	0
ENSDART00000168607.2	375	189.217	0	0
ENSDART00000161399.2	381	194.987	0	0
ENSDART00000171483.2	397	210.469	10.1022	0.724138
ENSDART00000171356.2	339	155.418	4	0.388288
ENSDART00000172182.2	413	226.007	0	0
ENSDART00000113019.3	414	226.959	0	0
ENSDART00000170523.2	375	189.217	16	1.27572
ENSDART00000160187.2	385	198.866	0	0
ENSDART00000114271.4	416	228.917	11.002	0.725085
ENSDART00000159161.2	423	235.763	15	0.959868
ENSDART00000162061.2	314	132.746	10	1.13651
ENSDART00000169803.2	998	809.717	7	0.130425
ENSDART00000170923.2	1670	1481.72	0	0
ENSDART00000171190.2	3169	2980.72	154.298	0.780973
ENSDART00000165811.2	556	367.85	12	0.49216
ENSDART00000167950.2	667	478.778	8.56922	0.270024
ENSDART00000007487.9	873	684.738	909	20.0279
ENSDART00000162972.3	1568	1379.72	196.849	2.15248
ENSDART00000171570.2	1371	1182.72	0	0
ENSDART00000168177.2	3370	3181.72	108.487	0.514415
ENSDART00000182440.1	3291	3102.72	55.562	0.270167
ENSDART00000162709.3	4761	4572.72	3296.3	10.8755
ENSDART00000125149.3	3218	3029.72	0	0
ENSDART00000168926.2	1724	1535.72	5569	54.7094
ENSDART00000169180.2	3210	3021.72	2937	14.6638
ENSDART00000165795.2	1002	813.717	0	0
ENSDART00000079649.6	641	452.778	9	0.299884
ENSDART00000160925.2	4365	4176.72	278.22	1.00496
ENSDART00000188827.1	4409	4220.72	0	0
ENSDART00000171098.2	437	249.57	0	0
ENSDART00000159824.2	734	545.738	44	1.21637
ENSDART00000162187.2	63	17.6735	0	0
ENSDART00000161350.2	63	17.6735	0	0
ENSDART00000193555.1	66	18.3214	1	0.823448
ENSDART00000161459.2	60	18.7436	12	9.65882
ENSDART00000184586.1	66	18.3214	0	0
ENSDART00000193441.1	66	18.3214	0	0
ENSDART00000185019.1	66	18.3214	0	0
ENSDART00000171681.2	60	18.7436	0	0
ENSDART00000165172.2	63	17.6735	0	0
ENSDART00000170440.2	46	17.5263	0	0
ENSDART00000168126.2	57	19.4688	0	0
ENSDART00000182863.1	63	17.6735	0	0
ENSDART00000166020.2	66	18.3214	0	0
ENSDART00000190775.1	66	18.3214	0	0
ENSDART00000167303.2	63	17.6735	0	0
ENSDART00000157393.2	52	18.1154	5	4.16407
ENSDART00000166828.2	63	17.6735	5	4.26819
ENSDART00000159011.2	63	17.6735	0	0
ENSDART00000190235.1	66	18.3214	0	0
ENSDART00000190038.1	399	212.413	4.03998	0.286942
ENSDART00000164894.2	66	18.3214	0	0
ENSDART00000170926.2	63	17.6735	36	30.731
ENSDART00000166210.2	60	18.7436	0	0
ENSDART00000170448.2	57	19.4688	4	3.09969
ENSDART00000171447.2	49	18.0909	0	0
ENSDART00000164734.2	55	18.6667	0	0
ENSDART00000167581.2	57	19.4688	0	0
ENSDART00000185656.1	66	18.3214	0	0
ENSDART00000186087.1	63	17.6735	1	0.853638
ENSDART00000168960.2	63	17.6735	0	0
ENSDART00000161571.2	57	19.4688	0	0
ENSDART00000161136.2	63	17.6735	0	0
ENSDART00000161763.2	63	17.6735	10	8.53638
ENSDART00000170691.2	63	17.6735	0	0
ENSDART00000191731.1	63	17.6735	0	0
ENSDART00000113547.3	903	714.738	9.96002	0.210237
ENSDART00000159055.2	66	18.3214	0	0
ENSDART00000158148.2	63	17.6735	0	0
ENSDART00000167576.2	63	17.6735	13	11.0973
ENSDART00000162921.2	60	18.7436	0	0
ENSDART00000182846.1	63	17.6735	19	16.2191
ENSDART00000191760.1	63	17.6735	0	0
ENSDART00000162352.2	60	18.7436	0	0
ENSDART00000166454.2	57	19.4688	5	3.87461
ENSDART00000180943.1	63	17.6735	4	3.41455
ENSDART00000172223.2	56	19.0645	23	18.2011
ENSDART00000166061.2	45	17.4444	0	0
ENSDART00000171126.2	60	18.7436	0	0
ENSDART00000183757.1	63	17.6735	11	9.39002
ENSDART00000159092.2	63	17.6735	0	0
ENSDART00000180403.1	63	17.6735	0	0
ENSDART00000192804.1	63	17.6735	0	0
ENSDART00000167932.2	60	18.7436	0	0
ENSDART00000190928.1	66	18.3214	0	0
ENSDART00000158609.2	60	18.7436	20	16.098
ENSDART00000192441.1	63	17.6735	0	0
ENSDART00000187002.1	896	707.738	4	0.0852675
ENSDART00000170206.2	61	18.4048	0	0
ENSDART00000159979.2	60	18.7436	8	6.43921
ENSDART00000193507.1	66	18.3214	0	0
ENSDART00000159473.2	63	17.6735	0	0
ENSDART00000166370.2	63	17.6735	0	0
ENSDART00000181827.1	63	17.6735	0	0
ENSDART00000164120.2	63	17.6735	0	0
ENSDART00000168385.2	60	18.7436	0	0
ENSDART00000170860.2	63	17.6735	6	5.12183
ENSDART00000160505.2	60	18.7436	20	16.098
ENSDART00000191315.1	976	787.717	0	0
ENSDART00000158978.2	907	718.738	10	0.209906
ENSDART00000159628.2	63	17.6735	0	0
ENSDART00000171914.2	63	17.6735	0	0
ENSDART00000190142.1	66	18.3214	11	9.05793
ENSDART00000163969.2	49	18.0909	0	0
ENSDART00000161690.2	63	17.6735	0	0
ENSDART00000186687.1	63	17.6735	0	0
ENSDART00000161734.2	64	17.9804	0	0
ENSDART00000160963.2	63	17.6735	0	0
ENSDART00000186681.1	66	18.3214	26	21.4097
ENSDART00000164889.2	63	17.6735	0	0
ENSDART00000160161.2	46	17.5263	1	0.860806
ENSDART00000162964.2	49	18.0909	0	0
ENSDART00000131829.2	803	614.738	1338.27	32.8436
ENSDART00000144883.3	780	591.738	881.728	22.4803
ENSDART00000156963.2	2986	2797.72	848.457	4.57533
ENSDART00000161066.2	1110	921.717	0	0
ENSDART00000137179.2	1872	1683.72	122.957	1.10175
ENSDART00000100744.4	2099	1910.72	680.977	5.3769
ENSDART00000160393.2	1044	855.717	0	0
ENSDART00000167980.2	834	645.738	2198	51.3532
ENSDART00000067621.6	4363	4174.72	1200.53	4.3385
ENSDART00000165084.2	5190	5001.72	551.022	1.66206
ENSDART00000162322.2	873	684.738	45	0.99148
ENSDART00000190378.1	609	420.778	0	0
ENSDART00000144327.3	1479	1290.72	0	0
ENSDART00000173911.2	412	225.031	3	0.201129
ENSDART00000178732.2	2977	2788.72	144.002	0.779041
ENSDART00000164747.2	1359	1170.72	19.0142	0.245032
ENSDART00000162001.2	500	311.993	8.46667	0.409414
ENSDART00000103397.6	1933	1744.72	896	7.7478
ENSDART00000113661.4	4484	4295.72	20	0.0702409
ENSDART00000052422.3	1265	1076.72	958	13.4233
ENSDART00000047912.9	1997	1808.72	1815	15.1392
ENSDART00000154987.3	8955	8766.72	2276.53	3.91771
ENSDART00000108999.4	2067	1878.72	263.692	2.11754
ENSDART00000080347.6	1924	1735.72	265.329	2.30622
ENSDART00000123238.3	2118	1929.72	192.984	1.50877
ENSDART00000137120.2	456	268.33	11.6054	0.652507
ENSDART00000049291.5	2868	2679.72	78.9006	0.444209
ENSDART00000147621.2	757	568.738	9.49401	0.251845
ENSDART00000156885.2	7386	7197.72	76.1742	0.159665
ENSDART00000157087.2	665	476.778	0	0
ENSDART00000176637.2	3999	3810.72	127.826	0.506066
ENSDART00000159554.2	1007	818.717	0	0
ENSDART00000192041.1	525	336.933	0	0
ENSDART00000184520.1	837	648.738	0.2	0.00465111
ENSDART00000024330.9	3903	3714.72	115	0.467055
ENSDART00000173945.2	452	264.387	0	0
ENSDART00000172251.2	1479	1290.72	0	0
ENSDART00000155746.3	2001	1812.72	2759.34	22.9653
ENSDART00000154158.2	1350	1161.72	422.819	5.49098
ENSDART00000180571.1	1908	1719.72	0	0
ENSDART00000189685.1	622	433.778	406.837	14.1497
ENSDART00000135009.2	659	470.778	0	0
ENSDART00000139795.2	1951	1762.72	125	1.06985
ENSDART00000190366.1	1293	1104.72	0	0
ENSDART00000136751.2	726	537.738	34	0.953903
ENSDART00000146364.3	4345	4156.72	0	0
ENSDART00000175207.2	5260	5071.72	52	0.154684
ENSDART00000140924.2	1187	998.717	354.747	5.35886
ENSDART00000066782.7	1940	1751.72	137.253	1.1821
ENSDART00000163816.2	2323	2134.72	9.25474	0.0654063
ENSDART00000163956.2	2431	2242.72	10.4583	0.0703529
ENSDART00000129910.3	980	791.717	3.86429	0.0736368
ENSDART00000139974.2	835	646.738	0	0
ENSDART00000030773.5	5649	5460.72	3531.6	9.75704
ENSDART00000171701.2	2346	2157.72	21	0.146832
ENSDART00000097522.5	1492	1303.72	198	2.29128
ENSDART00000127483.4	5851	5662.72	694.805	1.85112
ENSDART00000183613.1	846	657.738	0	0
ENSDART00000142998.4	12194	12005.7	97.4322	0.122436
ENSDART00000182436.1	120	15.4829	0	0
ENSDART00000159675.3	1533	1344.72	120	1.34631
