target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	11	0	0
ENSDART00000189431.1	11	1	0	0
ENSDART00000160762.2	345	161.725	0	0
ENSDART00000170804.2	366	181.445	1	0.0721681
ENSDART00000165410.2	350	166.368	2.17634	0.171295
ENSDART00000163675.2	339	156.198	1	0.0838329
ENSDART00000171132.2	338	155.303	3	0.252949
ENSDART00000172037.2	344	160.777	9.82366	0.800092
ENSDART00000161368.2	354	170.152	0	0
ENSDART00000172374.2	355	171.107	3	0.229585
ENSDART00000167067.2	378	192.86	3	0.20369
ENSDART00000161271.2	334	151.58	0	0
ENSDART00000163938.2	366	181.445	0	0
ENSDART00000161622.2	445	257.868	3	0.15234
ENSDART00000162257.2	426	239.235	2	0.10947
ENSDART00000158119.2	318	137.082	0	0
ENSDART00000169491.2	387	201.43	14	0.910107
ENSDART00000172528.2	396	210.143	2	0.124625
ENSDART00000166253.2	411	224.62	0	0
ENSDART00000160948.2	323	141.537	4	0.370067
ENSDART00000161537.2	377	191.916	1	0.0682306
ENSDART00000159235.2	348	164.537	0	0
ENSDART00000171772.2	483	295.447	2.1923	0.0971649
ENSDART00000167404.2	357	172.95	6	0.454275
ENSDART00000171344.2	462	274.665	13	0.619768
ENSDART00000168039.2	470	282.599	8.8077	0.408113
ENSDART00000157830.2	431	244.164	1	0.0536299
ENSDART00000166182.2	372	187.097	5	0.34994
ENSDART00000167805.2	378	192.86	0	0
ENSDART00000159795.2	419	232.396	1	0.0563456
ENSDART00000160202.2	378	192.86	2	0.135793
ENSDART00000163851.2	330	147.879	1	0.0885489
ENSDART00000161463.2	417	230.482	2	0.113627
ENSDART00000164491.2	366	181.445	2	0.144336
ENSDART00000158772.2	348	164.537	5	0.397921
ENSDART00000167409.2	420	233.372	1	0.0561101
ENSDART00000160204.2	348	164.537	24	1.91002
ENSDART00000166882.2	420	233.372	5	0.28055
ENSDART00000171020.2	383	197.631	0	0
ENSDART00000162456.2	366	181.445	0	0
ENSDART00000164309.2	390	204.285	3	0.192297
ENSDART00000160996.2	369	184.284	1	0.0710561
ENSDART00000166892.2	332	149.734	7	0.612162
ENSDART00000171613.2	393	207.215	11	0.695123
ENSDART00000164961.2	357	172.95	6	0.454275
