target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	11	0	0
ENSDART00000189431.1	11	12	0	0
ENSDART00000160762.2	345	156.722	14	1.99838
ENSDART00000170804.2	366	175.91	10	1.27171
ENSDART00000165410.2	350	161.27	9	1.24844
ENSDART00000163675.2	339	151.42	10	1.4774
ENSDART00000171132.2	338	150.535	16	2.37773
ENSDART00000172037.2	344	155.829	21	3.01474
ENSDART00000161368.2	354	164.88	9	1.22111
ENSDART00000172374.2	355	165.836	9	1.21407
ENSDART00000167067.2	378	186.968	14	1.6751
ENSDART00000161271.2	334	147.041	5	0.760694
ENSDART00000163938.2	366	175.91	15	1.90757
ENSDART00000161622.2	445	250.621	13.6515	1.21855
ENSDART00000162257.2	426	232.332	8.53667	0.821975
ENSDART00000158119.2	318	133.204	0	0
ENSDART00000169491.2	387	195.299	24	2.7491
ENSDART00000172528.2	396	203.75	6.46333	0.709638
ENSDART00000166253.2	411	217.905	6.34847	0.651749
ENSDART00000160948.2	323	137.49	10	1.62707
ENSDART00000161537.2	377	186.01	10	1.20266
ENSDART00000159235.2	348	159.44	6	0.841846
ENSDART00000171772.2	483	287.456	20.2274	1.57416
ENSDART00000167404.2	357	167.66	22	2.93544
ENSDART00000171344.2	462	266.974	5.36603	0.449638
ENSDART00000168039.2	470	274.755	20.4065	1.66151
ENSDART00000157830.2	431	237.133	10	0.943383
ENSDART00000166182.2	372	181.367	13.0078	1.60444
ENSDART00000167805.2	378	186.968	7	0.837548
ENSDART00000159795.2	419	225.602	15	1.4874
ENSDART00000160202.2	378	186.968	7	0.837548
ENSDART00000163851.2	330	143.532	8	1.24687
ENSDART00000161463.2	417	223.661	13.8135	1.38164
ENSDART00000164491.2	366	175.91	0	0
ENSDART00000158772.2	348	159.44	21	2.94646
ENSDART00000167409.2	420	226.544	8.89195	0.878059
ENSDART00000160204.2	348	159.44	30	4.20923
ENSDART00000166882.2	420	226.544	18.8331	1.85973
ENSDART00000171020.2	383	191.53	0	0
ENSDART00000162456.2	366	175.91	13	1.65323
ENSDART00000164309.2	390	198.079	15	1.69407
ENSDART00000160996.2	369	178.603	13	1.6283
ENSDART00000166892.2	332	145.271	17	2.61787
ENSDART00000171613.2	393	200.893	23	2.56119
ENSDART00000164961.2	357	167.66	8	1.06743
ENSDART00000164492.2	396	203.75	14	1.53712
ENSDART00000158814.2	396	203.75	5	0.548973
ENSDART00000171201.2	397	204.712	13	1.42062
ENSDART00000164110.2	399	206.613	25	2.70683
ENSDART00000166029.2	381	189.708	3	0.353765
ENSDART00000165676.2	371	180.401	20.5634	2.54997
ENSDART00000163282.2	342	154.059	26.3853	3.83137
ENSDART00000167496.2	346	157.621	43.5573	6.18197
ENSDART00000164659.2	404	211.295	3.21372	0.34025
ENSDART00000164489.2	350	161.27	4	0.554864
ENSDART00000160625.2	413	219.816	11.3094	1.15096
ENSDART00000169436.2	387	195.299	24	2.7491
ENSDART00000170399.2	380	188.771	8	0.948054
ENSDART00000162378.2	358	168.564	22.2042	2.94679
ENSDART00000169864.2	389	197.145	10	1.13473
ENSDART00000164059.2	336	148.769	8	1.20297
ENSDART00000168607.2	375	184.114	9	1.09354
ENSDART00000161399.2	381	189.708	20	2.35844
ENSDART00000171483.2	397	204.712	21.6431	2.36512
ENSDART00000171356.2	339	151.42	16	2.36383
ENSDART00000172182.2	413	219.816	34.6782	3.5292
ENSDART00000113019.3	414	220.759	7	0.709347
ENSDART00000170523.2	375	184.114	13	1.57956
ENSDART00000160187.2	385	193.422	32.3502	3.74154
ENSDART00000114271.4	416	222.677	39.0548	3.92354
ENSDART00000159161.2	423	229.4	12	1.17022
ENSDART00000162061.2	314	129.753	25.2521	4.35372
ENSDART00000169803.2	998	800.643	13.6949	0.382648
ENSDART00000170923.2	1670	1472.64	0	0
ENSDART00000171190.2	3169	2971.64	268.622	2.0222
ENSDART00000165811.2	556	359.34	0	0
ENSDART00000167950.2	667	469.8	10.3548	0.49307
ENSDART00000007487.9	873	675.668	220	7.28397
ENSDART00000162972.3	1568	1370.64	116.293	1.89806
ENSDART00000171570.2	1371	1173.64	0	0
ENSDART00000168177.2	3370	3172.64	101.929	0.718711
ENSDART00000182440.1	3291	3093.64	83.4426	0.603388
ENSDART00000162709.3	4761	4563.64	1530.3	7.50141
ENSDART00000125149.3	3218	3020.64	0	0
ENSDART00000168926.2	1724	1526.64	1419	20.7933
ENSDART00000169180.2	3210	3012.64	1954	14.5096
ENSDART00000165795.2	1002	804.643	42.3759	1.17813
ENSDART00000079649.6	641	443.867	12.6241	0.63625
ENSDART00000160925.2	4365	4167.64	431.808	2.31782
ENSDART00000188827.1	4409	4211.64	8.24257	0.0437814
ENSDART00000171098.2	437	242.849	22	2.02659
ENSDART00000159824.2	734	536.691	37	1.54226
ENSDART00000162187.2	63	19.25	7	8.13479
ENSDART00000161350.2	63	19.25	0	0
ENSDART00000193555.1	66	18.0349	37	45.8952
