target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	7.5	0	0
ENSDART00000189431.1	11	7	0	0
ENSDART00000160762.2	345	158.867	0	0
ENSDART00000170804.2	366	178.034	0	0
ENSDART00000165410.2	350	163.433	0	0
ENSDART00000163675.2	339	153.508	0	0
ENSDART00000171132.2	338	152.587	0	0
ENSDART00000172037.2	344	157.99	13	0.99482
ENSDART00000161368.2	354	166.967	0	0
ENSDART00000172374.2	355	167.902	0	0
ENSDART00000167067.2	378	189.143	5	0.319602
ENSDART00000161271.2	334	148.994	0	0
ENSDART00000163938.2	366	178.034	0	0
ENSDART00000161622.2	445	253.597	0	0
ENSDART00000162257.2	426	235.064	0	0
ENSDART00000158119.2	318	134.735	0	0
ENSDART00000169491.2	387	197.679	0	0
ENSDART00000172528.2	396	206.215	0	0
ENSDART00000166253.2	411	220.537	0	0
ENSDART00000160948.2	323	139.08	0	0
ENSDART00000161537.2	377	188.22	1	0.064234
ENSDART00000159235.2	348	161.616	0	0
ENSDART00000171772.2	483	290.933	3	0.124669
ENSDART00000167404.2	357	169.747	0	0
ENSDART00000171344.2	462	270.263	0	0
ENSDART00000168039.2	470	278.133	0	0
ENSDART00000157830.2	431	239.945	0	0
ENSDART00000166182.2	372	183.578	0	0
ENSDART00000167805.2	378	189.143	0	0
ENSDART00000159795.2	419	228.261	0	0
ENSDART00000160202.2	378	189.143	0	0
ENSDART00000163851.2	330	145.418	0	0
ENSDART00000161463.2	417	226.329	0	0
ENSDART00000164491.2	366	178.034	0	0
ENSDART00000158772.2	348	161.616	0	0
ENSDART00000167409.2	420	229.238	0	0
ENSDART00000160204.2	348	161.616	0	0
ENSDART00000166882.2	420	229.238	0	0
ENSDART00000171020.2	383	193.892	0	0
ENSDART00000162456.2	366	178.034	0	0
ENSDART00000164309.2	390	200.503	0	0
ENSDART00000160996.2	369	180.801	0	0
ENSDART00000166892.2	332	147.178	3	0.246438
ENSDART00000171613.2	393	203.375	2	0.118895
ENSDART00000164961.2	357	169.747	4	0.284897
ENSDART00000164492.2	396	206.215	0	0
ENSDART00000158814.2	396	206.215	7	0.410401
ENSDART00000171201.2	397	207.152	0	0
ENSDART00000164110.2	399	209.063	0	0
ENSDART00000166029.2	381	191.96	0	0
ENSDART00000165676.2	371	182.662	0	0
ENSDART00000163282.2	342	156.204	0	0
ENSDART00000167496.2	346	159.785	0	0
ENSDART00000164659.2	404	213.893	0	0
ENSDART00000164489.2	350	163.433	0	0
