target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	1	0	0
ENSDART00000189431.1	11	2	0	0
ENSDART00000160762.2	345	155.899	11	1.09582
ENSDART00000170804.2	366	175.039	20	1.77454
ENSDART00000165410.2	350	160.385	14.6675	1.42031
ENSDART00000163675.2	339	150.573	3	0.309432
ENSDART00000171132.2	338	149.686	18	1.86759
ENSDART00000172037.2	344	155.016	28.3325	2.83857
ENSDART00000161368.2	354	164.031	4	0.378727
ENSDART00000172374.2	355	164.964	21	1.97706
ENSDART00000167067.2	378	186.197	19	1.58479
ENSDART00000161271.2	334	146.148	4	0.425067
ENSDART00000163938.2	366	175.039	5	0.443634
ENSDART00000161622.2	445	250.015	10.5087	0.652792
ENSDART00000162257.2	426	231.651	6	0.402261
ENSDART00000158119.2	318	132.171	5.49128	0.64525
ENSDART00000169491.2	387	194.582	29	2.31466
ENSDART00000172528.2	396	203.13	26	1.98788
ENSDART00000166253.2	411	217.28	2	0.142955
ENSDART00000160948.2	323	136.498	11	1.25158
ENSDART00000161537.2	377	185.26	4	0.335328
ENSDART00000159235.2	348	158.584	10.6287	1.0409
ENSDART00000171772.2	483	287.09	23.9437	1.29528
ENSDART00000167404.2	357	166.82	19	1.76888
ENSDART00000171344.2	462	266.592	19.4385	1.13242
ENSDART00000168039.2	470	274.395	25.6178	1.44996
ENSDART00000157830.2	431	236.458	7	0.459763
ENSDART00000166182.2	372	180.605	15.9982	1.37572
ENSDART00000167805.2	378	186.197	7.37134	0.614844
ENSDART00000159795.2	419	224.943	10	0.690427
ENSDART00000160202.2	378	186.197	5	0.41705
ENSDART00000163851.2	330	142.669	15	1.63288
ENSDART00000161463.2	417	223.025	1.46233	0.101831
ENSDART00000164491.2	366	175.039	9	0.798541
ENSDART00000158772.2	348	158.584	34	3.32974
ENSDART00000167409.2	420	225.902	8	0.549997
ENSDART00000160204.2	348	158.584	19	1.86074
ENSDART00000166882.2	420	225.902	14.5377	0.99946
ENSDART00000171020.2	383	190.825	3	0.244162
ENSDART00000162456.2	366	175.039	16	1.41963
ENSDART00000164309.2	390	197.449	6	0.47194
ENSDART00000160996.2	369	177.826	4	0.349345
ENSDART00000166892.2	332	144.396	15	1.61335
ENSDART00000171613.2	393	200.26	14	1.08574
ENSDART00000164961.2	357	166.82	4	0.372395
ENSDART00000164492.2	396	203.13	25	1.91143
ENSDART00000158814.2	396	203.13	11	0.841027
ENSDART00000171201.2	397	204.067	11	0.837163
ENSDART00000164110.2	399	205.967	23	1.73429
ENSDART00000166029.2	381	188.989	4	0.328712
ENSDART00000165676.2	371	179.683	18.5267	1.60134
ENSDART00000163282.2	342	153.258	15.2197	1.54232
ENSDART00000167496.2	346	156.791	59.4935	5.89303
ENSDART00000164659.2	404	210.718	8.45198	0.622943
ENSDART00000164489.2	350	160.385	10	0.968341
ENSDART00000160625.2	413	219.134	10.7842	0.764308
ENSDART00000169436.2	387	194.582	25	1.99539
ENSDART00000170399.2	380	188.07	15	1.23869
ENSDART00000162378.2	358	167.742	21.2219	1.96487
ENSDART00000169864.2	389	196.504	17.4261	1.37727
ENSDART00000164059.2	336	147.939	17	1.78466
ENSDART00000168607.2	375	183.442	3	0.253988
ENSDART00000161399.2	381	188.989	22.5739	1.85508
ENSDART00000171483.2	397	204.067	38.8127	2.95387
ENSDART00000171356.2	339	150.573	25	2.5786
ENSDART00000172182.2	413	219.134	23.1926	1.64373
ENSDART00000113019.3	414	220.12	13	0.917222
ENSDART00000170523.2	375	183.442	27	2.28589
ENSDART00000160187.2	385	192.695	15.9316	1.28405
ENSDART00000114271.4	416	222.053	40.4572	2.82964
ENSDART00000159161.2	423	228.791	17	1.15399
ENSDART00000162061.2	314	128.787	8.68777	1.04768
ENSDART00000169803.2	998	800.703	8.99276	0.174426
ENSDART00000170923.2	1670	1472.7	0	0
ENSDART00000171190.2	3169	2971.7	227.525	1.18909
ENSDART00000165811.2	556	359.228	5.02801	0.217378
ENSDART00000167950.2	667	469.83	4.07085	0.134566
ENSDART00000007487.9	873	675.75	979	22.5003
ENSDART00000162972.3	1568	1370.7	214.853	2.43439
ENSDART00000171570.2	1371	1173.7	0	0
ENSDART00000168177.2	3370	3172.7	261.243	1.27881
ENSDART00000182440.1	3291	3093.7	74.0034	0.371504
ENSDART00000162709.3	4761	4563.7	2136.44	7.2705
ENSDART00000125149.3	3218	3020.7	0	0
ENSDART00000168926.2	1724	1526.7	2740	27.8732
ENSDART00000169180.2	3210	3012.7	1990	10.2586
ENSDART00000165795.2	1002	804.703	27	0.521097
ENSDART00000079649.6	641	443.871	0	0
ENSDART00000160925.2	4365	4167.7	317.239	1.18217
ENSDART00000188827.1	4409	4211.7	0	0
ENSDART00000171098.2	437	242.254	15	0.961636
ENSDART00000159824.2	734	536.769	64	1.85176
ENSDART00000162187.2	63	18.3651	8	6.76531
ENSDART00000161350.2	63	18.3651	0	0
ENSDART00000193555.1	66	18.1053	40	34.312
ENSDART00000161459.2	60	16.7586	13	12.0475
ENSDART00000184586.1	66	18.1053	3	2.5734
ENSDART00000193441.1	66	18.1053	21	18.0138
ENSDART00000185019.1	66	18.1053	16	13.7248
ENSDART00000171681.2	60	16.7586	5	4.63364
ENSDART00000165172.2	63	18.3651	11	9.30231
ENSDART00000170440.2	46	13.0345	9	10.7236
ENSDART00000168126.2	57	16.8958	3	2.75761
ENSDART00000182863.1	63	18.3651	8	6.76531
ENSDART00000166020.2	66	18.1053	9	7.7202
ENSDART00000190775.1	66	18.1053	1	0.8578
ENSDART00000167303.2	63	18.3651	18	15.222
ENSDART00000157393.2	52	14.725	6	6.3283
ENSDART00000166828.2	63	18.3651	22	18.6046
ENSDART00000159011.2	63	18.3651	8	6.76531
ENSDART00000190235.1	66	18.1053	3.42333	2.93653
ENSDART00000190038.1	399	205.967	17.9363	1.35247
ENSDART00000164894.2	66	18.1053	4	3.4312
