target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	10	0	0
ENSDART00000189431.1	11	11	0	0
ENSDART00000160762.2	345	172.321	2	0.211506
ENSDART00000170804.2	366	192.635	2	0.189202
ENSDART00000165410.2	350	177.182	0	0
ENSDART00000163675.2	339	166.583	0	0
ENSDART00000171132.2	338	165.632	2	0.220047
ENSDART00000172037.2	344	171.376	9	0.957024
ENSDART00000161368.2	354	180.994	0	0
ENSDART00000172374.2	355	181.951	0	0
ENSDART00000167067.2	378	204.387	5	0.445808
ENSDART00000161271.2	334	161.872	1	0.112579
ENSDART00000163938.2	366	192.635	0	0
ENSDART00000161622.2	445	270.565	4	0.269413
ENSDART00000162257.2	426	251.732	0	0
ENSDART00000158119.2	318	146.785	0	0
ENSDART00000169491.2	387	213.205	1	0.0854739
ENSDART00000172528.2	396	222.059	2	0.164132
ENSDART00000166253.2	411	236.853	1	0.07694
ENSDART00000160948.2	323	151.407	0	0
ENSDART00000161537.2	377	203.398	0	0
ENSDART00000159235.2	348	175.224	2	0.208002
ENSDART00000171772.2	483	308.35	4	0.236399
ENSDART00000167404.2	357	183.882	5	0.49552
ENSDART00000171344.2	462	287.419	3	0.190211
ENSDART00000168039.2	470	295.394	2	0.123384
ENSDART00000157830.2	431	256.688	0	0
ENSDART00000166182.2	372	198.51	1	0.0918012
ENSDART00000167805.2	378	204.387	2	0.178323
ENSDART00000159795.2	419	244.79	4	0.297781
ENSDART00000160202.2	378	204.387	0	0
ENSDART00000163851.2	330	158.061	0	0
ENSDART00000161463.2	417	242.797	0	0
ENSDART00000164491.2	366	192.635	1	0.0946009
ENSDART00000158772.2	348	175.224	2	0.208002
ENSDART00000167409.2	420	245.776	0	0
ENSDART00000160204.2	348	175.224	4	0.416004
ENSDART00000166882.2	420	245.776	0	0
ENSDART00000171020.2	383	209.266	1	0.0870826
ENSDART00000162456.2	366	192.635	0	0
ENSDART00000164309.2	390	216.161	0	0
ENSDART00000160996.2	369	195.55	1	0.0931906
ENSDART00000166892.2	332	159.995	20	2.278
ENSDART00000171613.2	393	219.11	5	0.415851
ENSDART00000164961.2	357	183.882	6	0.594624
ENSDART00000164492.2	396	222.059	2	0.164132
ENSDART00000158814.2	396	222.059	0	0
ENSDART00000171201.2	397	223.039	0	0
ENSDART00000164110.2	399	225.013	2	0.161977
ENSDART00000166029.2	381	207.309	1	0.0879048
ENSDART00000165676.2	371	197.533	1.15068	0.106156
ENSDART00000163282.2	342	169.431	3	0.32267
ENSDART00000167496.2	346	173.285	4	0.420658
ENSDART00000164659.2	404	229.927	4	0.317029
ENSDART00000164489.2	350	177.182	2	0.205702
ENSDART00000160625.2	413	238.825	0	0
ENSDART00000169436.2	387	213.205	6	0.512843
ENSDART00000170399.2	380	206.333	4	0.353282
ENSDART00000162378.2	358	184.844	7.3729	0.72688
ENSDART00000169864.2	389	215.18	0	0
ENSDART00000164059.2	336	163.738	0	0
ENSDART00000168607.2	375	201.428	4	0.361885
ENSDART00000161399.2	381	207.309	6	0.527429
ENSDART00000171483.2	397	223.039	17.6271	1.44022
ENSDART00000171356.2	339	166.583	3	0.328186
ENSDART00000172182.2	413	238.825	4	0.305218
ENSDART00000113019.3	414	239.818	4	0.303954
ENSDART00000170523.2	375	201.428	4	0.361885
ENSDART00000160187.2	385	211.223	1	0.0862757
ENSDART00000114271.4	416	241.797	5	0.376833
ENSDART00000159161.2	423	248.761	2	0.146513
ENSDART00000162061.2	314	143.107	0	0
ENSDART00000169803.2	998	823.014	7	0.154996
ENSDART00000170923.2	1670	1495.01	0	0
ENSDART00000171190.2	3169	2994.01	202.25	1.23102
ENSDART00000165811.2	556	381.167	0	0
ENSDART00000167950.2	667	492.118	4.41898	0.163637
ENSDART00000007487.9	873	698.014	472	12.3228
ENSDART00000162972.3	1568	1393.01	41.5438	0.543477
ENSDART00000171570.2	1371	1196.01	1.18713	0.0180881
ENSDART00000168177.2	3370	3195.01	34.2918	0.19559
ENSDART00000182440.1	3291	3116.01	43.4154	0.253907
ENSDART00000162709.3	4761	4586.01	2292.7	9.11048
ENSDART00000125149.3	3218	3043.01	0	0
ENSDART00000168926.2	1724	1549.01	2296	27.0114
ENSDART00000169180.2	3210	3035.01	2244	13.4739
ENSDART00000165795.2	1002	827.014	0	0
ENSDART00000079649.6	641	466.118	3	0.117288
ENSDART00000160925.2	4365	4190.01	418.834	1.82162
ENSDART00000188827.1	4409	4234.01	0	0
ENSDART00000171098.2	437	262.65	7	0.48568
ENSDART00000159824.2	734	559.087	37	1.20601
ENSDART00000162187.2	63	15.7816	0	0
ENSDART00000161350.2	63	15.7816	0	0
ENSDART00000193555.1	66	16.495	2	2.20956
ENSDART00000161459.2	60	16.9552	3	3.22439
ENSDART00000184586.1	66	16.495	0	0
ENSDART00000193441.1	66	16.495	3	3.31435
ENSDART00000185019.1	66	16.495	0	0
ENSDART00000171681.2	60	16.9552	4	4.29919
ENSDART00000165172.2	63	15.7816	1	1.15473
ENSDART00000170440.2	46	14.9	0	0
ENSDART00000168126.2	57	16.3103	2	2.23459
ENSDART00000182863.1	63	15.7816	0	0
ENSDART00000166020.2	66	16.495	2	2.20956
ENSDART00000190775.1	66	16.495	0	0
ENSDART00000167303.2	63	15.7816	0	0
ENSDART00000157393.2	52	14.7391	2	2.4728
ENSDART00000166828.2	63	15.7816	11	12.702
ENSDART00000159011.2	63	15.7816	0	0
ENSDART00000190235.1	66	16.495	0	0
ENSDART00000190038.1	399	225.013	4.78222	0.387304
ENSDART00000164894.2	66	16.495	2	2.20956
ENSDART00000170926.2	63	15.7816	4	4.6189
ENSDART00000166210.2	60	16.9552	0	0
