target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	2.33333	0	0
ENSDART00000189431.1	11	3.33333	0	0
ENSDART00000160762.2	345	164.932	0	0
ENSDART00000170804.2	366	184.936	3	0.144349
ENSDART00000165410.2	350	169.648	0	0
ENSDART00000163675.2	339	159.29	0	0
ENSDART00000171132.2	338	158.353	0	0
ENSDART00000172037.2	344	163.964	10	0.542707
ENSDART00000161368.2	354	173.433	0	0
ENSDART00000172374.2	355	174.39	0	0
ENSDART00000167067.2	378	196.535	5	0.226384
ENSDART00000161271.2	334	154.599	0	0
ENSDART00000163938.2	366	184.936	0	0
ENSDART00000161622.2	445	262.174	0	0
ENSDART00000162257.2	426	243.411	0	0
ENSDART00000158119.2	318	139.74	0	0
ENSDART00000169491.2	387	205.267	0	0
ENSDART00000172528.2	396	214.038	0	0
ENSDART00000166253.2	411	228.719	0	0
ENSDART00000160948.2	323	144.36	0	0
ENSDART00000161537.2	377	195.565	9	0.409511
ENSDART00000159235.2	348	167.748	0	0
ENSDART00000171772.2	483	299.95	0	0
ENSDART00000167404.2	357	176.298	0	0
ENSDART00000171344.2	462	279.051	0	0
ENSDART00000168039.2	470	287.02	0	0
ENSDART00000157830.2	431	248.357	0	0
ENSDART00000166182.2	372	190.722	0	0
ENSDART00000167805.2	378	196.535	0	0
ENSDART00000159795.2	419	236.521	0	0
ENSDART00000160202.2	378	196.535	8	0.362214
ENSDART00000163851.2	330	150.856	0	0
ENSDART00000161463.2	417	234.552	0	0
ENSDART00000164491.2	366	184.936	0	0
ENSDART00000158772.2	348	167.748	0	0
ENSDART00000167409.2	420	237.506	0	0
ENSDART00000160204.2	348	167.748	0	0
ENSDART00000166882.2	420	237.506	0	0
ENSDART00000171020.2	383	201.357	0	0
ENSDART00000162456.2	366	184.936	0	0
ENSDART00000164309.2	390	208.204	0	0
ENSDART00000160996.2	369	187.834	12	0.568488
ENSDART00000166892.2	332	152.725	24	1.39835
ENSDART00000171613.2	393	211.117	0	0
ENSDART00000164961.2	357	176.298	0	0
ENSDART00000164492.2	396	214.038	0	0
ENSDART00000158814.2	396	214.038	0	0
ENSDART00000171201.2	397	215.005	0	0
ENSDART00000164110.2	399	216.972	0	0
ENSDART00000166029.2	381	199.431	0	0
ENSDART00000165676.2	371	189.76	0	0
ENSDART00000163282.2	342	162.091	0	0
ENSDART00000167496.2	346	165.87	6	0.321884
ENSDART00000164659.2	404	221.876	2	0.0802111
ENSDART00000164489.2	350	169.648	0	0
ENSDART00000160625.2	413	230.649	5	0.192901
ENSDART00000169436.2	387	205.267	8	0.346805
ENSDART00000170399.2	380	198.47	0	0
ENSDART00000162378.2	358	177.247	1	0.0502037
ENSDART00000169864.2	389	207.218	6	0.257656
ENSDART00000164059.2	336	156.464	0	0
ENSDART00000168607.2	375	193.646	0	0
ENSDART00000161399.2	381	199.431	0	0
ENSDART00000171483.2	397	215.005	0	0
ENSDART00000171356.2	339	159.29	0	0
ENSDART00000172182.2	413	230.649	11	0.424382
ENSDART00000113019.3	414	231.633	0	0
ENSDART00000170523.2	375	193.646	7	0.321665
ENSDART00000160187.2	385	203.326	0	0
ENSDART00000114271.4	416	233.588	0	0
ENSDART00000159161.2	423	240.469	0	0
ENSDART00000162061.2	314	136.166	0	0
ENSDART00000169803.2	998	814.51	6	0.0655496
ENSDART00000170923.2	1670	1486.51	0	0
ENSDART00000171190.2	3169	2985.51	291.968	0.870226
ENSDART00000165811.2	556	372.672	0	0
ENSDART00000167950.2	667	483.612	2	0.0368
ENSDART00000007487.9	873	689.526	1909	24.636
ENSDART00000162972.3	1568	1384.51	158.858	1.02101
ENSDART00000171570.2	1371	1187.51	0	0
ENSDART00000168177.2	3370	3186.51	217.633	0.607749
ENSDART00000182440.1	3291	3107.51	3.73365	0.0106914
ENSDART00000162709.3	4761	4577.51	4119.62	8.00835
ENSDART00000125149.3	3218	3034.51	0	0
ENSDART00000168926.2	1724	1540.51	13708	79.1817
ENSDART00000169180.2	3210	3026.51	3609	10.6111
ENSDART00000165795.2	1002	818.51	0	0
ENSDART00000079649.6	641	457.612	0	0
ENSDART00000160925.2	4365	4181.51	424.199	0.902718
ENSDART00000188827.1	4409	4225.51	0	0
ENSDART00000171098.2	437	254.264	0	0
ENSDART00000159824.2	734	550.568	74	1.19601
ENSDART00000162187.2	63	14.08	0	0
ENSDART00000161350.2	63	14.08	0	0
ENSDART00000193555.1	66	15	9	5.33908
ENSDART00000161459.2	60	14.9123	0	0
ENSDART00000184586.1	66	15	0	0
ENSDART00000193441.1	66	15	8	4.74585
ENSDART00000185019.1	66	15	0	0
ENSDART00000171681.2	60	14.9123	0	0
ENSDART00000165172.2	63	14.08	0	0
ENSDART00000170440.2	46	15.0909	6	3.53794
ENSDART00000168126.2	57	14.6809	0	0
ENSDART00000182863.1	63	14.08	1	0.631993
ENSDART00000166020.2	66	15	0	0
ENSDART00000190775.1	66	15	0	0
ENSDART00000167303.2	63	14.08	0	0
ENSDART00000157393.2	52	15.7419	5	2.82636
ENSDART00000166828.2	63	14.08	0	0
ENSDART00000159011.2	63	14.08	0	0
