target_id	length	eff_length	est_counts	tpm
ENSDART00000189226.1	10	3.5	0	0
ENSDART00000189431.1	11	4.5	0	0
ENSDART00000160762.2	345	158.604	1	0.0701205
ENSDART00000170804.2	366	177.607	22	1.3776
ENSDART00000165410.2	350	163.092	3.29232	0.224507
ENSDART00000163675.2	339	153.242	7	0.50802
ENSDART00000171132.2	338	152.355	12	0.875959
ENSDART00000172037.2	344	157.717	7.70768	0.543509
ENSDART00000161368.2	354	166.704	5	0.333568
ENSDART00000172374.2	355	167.616	10	0.663508
ENSDART00000167067.2	378	188.606	13	0.766563
ENSDART00000161271.2	334	148.759	3	0.224284
ENSDART00000163938.2	366	177.607	3	0.187854
ENSDART00000161622.2	445	252.205	11	0.485064
ENSDART00000162257.2	426	233.993	6	0.285173
ENSDART00000158119.2	318	134.667	0	0
ENSDART00000169491.2	387	196.941	41	2.31531
ENSDART00000172528.2	396	205.43	5	0.270686
ENSDART00000166253.2	411	219.672	0	0
ENSDART00000160948.2	323	139.037	5	0.399944
ENSDART00000161537.2	377	187.688	1	0.0592547
ENSDART00000159235.2	348	161.283	2	0.137912
ENSDART00000171772.2	483	289.227	28.9566	1.11345
ENSDART00000167404.2	357	169.339	8	0.525405
ENSDART00000171344.2	462	268.735	17.6267	0.729469
ENSDART00000168039.2	470	276.501	17	0.683774
ENSDART00000157830.2	431	238.803	10.4168	0.485125
ENSDART00000166182.2	372	183.044	3	0.182274
ENSDART00000167805.2	378	188.606	0	0
ENSDART00000159795.2	419	227.331	6	0.29353
ENSDART00000160202.2	378	188.606	0	0
ENSDART00000163851.2	330	145.228	12	0.918947
ENSDART00000161463.2	417	225.435	6	0.295999
ENSDART00000164491.2	366	177.607	16.293	1.02024
ENSDART00000158772.2	348	161.283	8	0.551646
ENSDART00000167409.2	420	228.285	0	0
ENSDART00000160204.2	348	161.283	35.707	2.46221
ENSDART00000166882.2	420	228.285	2	0.0974345
ENSDART00000171020.2	383	193.207	5	0.287811
ENSDART00000162456.2	366	177.607	5	0.313091
ENSDART00000164309.2	390	199.682	4	0.222783
ENSDART00000160996.2	369	180.314	10	0.61678
ENSDART00000166892.2	332	146.971	39	2.95117
ENSDART00000171613.2	393	202.554	6	0.329436
ENSDART00000164961.2	357	169.339	6	0.394054
ENSDART00000164492.2	396	205.43	2	0.108274
ENSDART00000158814.2	396	205.43	1	0.0541372
ENSDART00000171201.2	397	206.347	8	0.431174
ENSDART00000164110.2	399	208.251	13	0.694251
ENSDART00000166029.2	381	191.336	2	0.11625
ENSDART00000165676.2	371	182.135	19.7782	1.20768
ENSDART00000163282.2	342	155.926	29	2.06843
ENSDART00000167496.2	346	159.477	42.5096	2.96448
ENSDART00000164659.2	404	212.996	7	0.3655
ENSDART00000164489.2	350	163.092	2	0.136382
ENSDART00000160625.2	413	221.564	0	0
ENSDART00000169436.2	387	196.941	19	1.07295
ENSDART00000170399.2	380	190.435	0	0
ENSDART00000162378.2	358	170.244	2	0.130653
ENSDART00000169864.2	389	198.798	7.25172	0.405687
ENSDART00000164059.2	336	150.585	13	0.960111
ENSDART00000168607.2	375	185.819	2	0.119702
ENSDART00000161399.2	381	191.336	9.74828	0.566621
ENSDART00000171483.2	397	206.347	18	0.970141
ENSDART00000171356.2	339	153.242	23	1.66921
ENSDART00000172182.2	413	221.564	6	0.30117
ENSDART00000113019.3	414	222.539	11	0.549728
ENSDART00000170523.2	375	185.819	21	1.25687
ENSDART00000160187.2	385	195.123	9	0.512973
ENSDART00000114271.4	416	224.474	16	0.792709
ENSDART00000159161.2	423	231.127	21	1.01048
ENSDART00000162061.2	314	131.234	1.49037	0.126301
ENSDART00000169803.2	998	802.876	17.5789	0.243503
ENSDART00000170923.2	1670	1474.88	0	0
ENSDART00000171190.2	3169	2973.88	276.839	1.0353
ENSDART00000165811.2	556	361.318	17	0.523263
ENSDART00000167950.2	667	472.004	9.24849	0.217914
ENSDART00000007487.9	873	677.897	1040	17.062
ENSDART00000162972.3	1568	1372.88	171.294	1.38762
ENSDART00000171570.2	1371	1175.88	0	0
ENSDART00000168177.2	3370	3174.88	265.732	0.930846
ENSDART00000182440.1	3291	3095.88	75.5323	0.271337
ENSDART00000162709.3	4761	4565.88	3347.7	8.15423
ENSDART00000125149.3	3218	3022.88	0	0
ENSDART00000168926.2	1724	1528.88	2302	16.7453
ENSDART00000169180.2	3210	3014.88	3977	14.6706
ENSDART00000165795.2	1002	806.876	23	0.317016
ENSDART00000079649.6	641	446.03	0	0
ENSDART00000160925.2	4365	4169.88	468.104	1.24847
ENSDART00000188827.1	4409	4213.88	0	0
ENSDART00000171098.2	437	244.567	13	0.59116
ENSDART00000159824.2	734	538.947	44	0.90796
ENSDART00000162187.2	63	19.5802	3	1.70398
ENSDART00000161350.2	63	19.5802	9	5.11193
ENSDART00000193555.1	66	21.1724	23	12.0814
ENSDART00000161459.2	60	18.5479	6	3.59762
ENSDART00000184586.1	66	21.1724	1	0.525279
ENSDART00000193441.1	66	21.1724	12	6.30335
ENSDART00000185019.1	66	21.1724	5	2.6264
ENSDART00000171681.2	60	18.5479	1	0.599604
ENSDART00000165172.2	63	19.5802	3	1.70398
ENSDART00000170440.2	46	13.2045	3	2.52673
ENSDART00000168126.2	57	17.9219	7	4.34385
ENSDART00000182863.1	63	19.5802	1	0.567992
ENSDART00000166020.2	66	21.1724	9	4.72751
ENSDART00000190775.1	66	21.1724	0	0
ENSDART00000167303.2	63	19.5802	13	7.3839
ENSDART00000157393.2	52	17.22	0	0
ENSDART00000166828.2	63	19.5802	15	8.51988
ENSDART00000159011.2	63	19.5802	1	0.567992
ENSDART00000190235.1	66	21.1724	8.6294	4.53284
ENSDART00000190038.1	399	208.251	3.64523	0.19467
ENSDART00000164894.2	66	21.1724	0	0
ENSDART00000170926.2	63	19.5802	17	9.65587
ENSDART00000166210.2	60	18.5479	3	1.79881
ENSDART00000170448.2	57	17.9219	1	0.62055
ENSDART00000171447.2	49	15.587	12	8.5621
ENSDART00000164734.2	55	18.2321	11	6.70989
ENSDART00000167581.2	57	17.9219	2	1.2411
ENSDART00000185656.1	66	21.1724	9	4.72751
ENSDART00000186087.1	63	19.5802	2	1.13598
ENSDART00000168960.2	63	19.5802	1	0.567992
ENSDART00000161571.2	57	17.9219	1	0.62055
ENSDART00000161136.2	63	19.5802	6	3.40795
ENSDART00000161763.2	63	19.5802	5	2.83996
ENSDART00000170691.2	63	19.5802	5	2.83996
ENSDART00000191731.1	63	19.5802	1	0.567992
ENSDART00000113547.3	903	707.876	0	0
ENSDART00000159055.2	66	21.1724	6	3.15167
ENSDART00000158148.2	63	19.5802	15	8.51988
ENSDART00000167576.2	63	19.5802	39	22.1517
ENSDART00000162921.2	60	18.5479	10	5.99604
ENSDART00000182846.1	63	19.5802	20	11.3598
ENSDART00000191760.1	63	19.5802	9	5.11193
ENSDART00000162352.2	60	18.5479	0	0
ENSDART00000166454.2	57	17.9219	4	2.4822
ENSDART00000180943.1	63	19.5802	1	0.567992
ENSDART00000172223.2	56	17.4677	10	6.36684
ENSDART00000166061.2	45	13.425	3	2.48523
ENSDART00000171126.2	60	18.5479	0	0
ENSDART00000183757.1	63	19.5802	4	2.27197
ENSDART00000159092.2	63	19.5802	9	5.11193
ENSDART00000180403.1	63	19.5802	2	1.13598
ENSDART00000192804.1	63	19.5802	0	0
ENSDART00000167932.2	60	18.5479	0	0
ENSDART00000190928.1	66	21.1724	0	0
ENSDART00000158609.2	60	18.5479	0	0
ENSDART00000192441.1	63	19.5802	12	6.8159
